FAMILIA,TABLA,COD,COMUNIDADES_Y_CIUDADES_AUTONOMAS,CONCEPTO_TURISTICO,PROVINCIAS,PUNTOS_TURISTICOS,RESIDENCIA_ORIGEN,TIPO_DE_CATEGORIA,TIPO_DE_DATO,TIPO_DE_ESTABLECIMIENTO,TOTALES_TERRITORIALES,TOTAL_NACIONAL,ZONAS_TURISTICAS
EOH,2078,EOT2774,,Pernoctaciones,,Torremolinos,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT12646,,Viajero,,Villaviciosa,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT12541,,Pernoctaciones,,Sallent de Gállego,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2751,,Viajero,,Fuengirola,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2773,,Pernoctaciones,,Torremolinos,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2802,,Pernoctaciones,,Mogán,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT38605,,Viajero,,Yaiza,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2831,,Viajero,,Arona,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2852,,Viajero,,Sevilla,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2856,,Viajero,,Soria,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2807,,Viajero,,"Palmas de Gran Canaria, Las",Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT12764,,Pernoctaciones,,Benavente,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT12421,,Pernoctaciones,,Níjar,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT22291,,Viajero,,Badajoz,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2654,,Pernoctaciones,,Calvià,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2667,,Viajero,,Cáceres,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2672,,Viajero,,Algeciras,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2683,,Viajero,,Jerez de la Frontera,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2689,,Pernoctaciones,,"Puerto de Santa María, El",Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2701,,Pernoctaciones,,Córdoba,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2717,,Pernoctaciones,,Granada,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2719,,Viajero,,Donostia/San Sebastián,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT12550,,Viajero,,Naut Aran,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT12588,,Pernoctaciones,,Estepona,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2775,,Viajero,,Cartagena,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2798,,Pernoctaciones,,Oviedo,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT12440,,Pernoctaciones,,Capdepera,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2655,,Viajero,,Palma,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2661,,Pernoctaciones,,Barcelona,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2663,,Viajero,,Burgos,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2705,,Pernoctaciones,,"Coruña, A",Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT12533,,Pernoctaciones,,Benasque,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT12540,,Pernoctaciones,,Sallent de Gállego,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT22290,,Viajero,,Ponferrada,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2731,,Viajero,,Logroño,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2744,,Viajero,,Madrid,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2746,,Pernoctaciones,,Madrid,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT12586,,Viajero,,Estepona,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2762,,Pernoctaciones,,Marbella,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2764,,Viajero,,Nerja,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2793,,Pernoctaciones,,Llanes,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2754,,Pernoctaciones,,Fuengirola,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT12652,,Pernoctaciones,,Palencia,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2811,,Viajero,,San Bartolomé de Tirajana,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT38602,,Pernoctaciones,,Yaiza,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT12676,,Pernoctaciones,,"Grove, O",Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT12681,,Pernoctaciones,,Sanxenxo,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2823,,Viajero,,Salamanca,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2827,,Viajero,,Adeje,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2843,,Viajero,,Santander,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2848,,Viajero,,Segovia,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2858,,Pernoctaciones,,Soria,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT12724,,Pernoctaciones,,Cambrils,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2876,,Viajero,,Gandia,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2879,,Viajero,,València,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2880,,Viajero,,València,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2881,,Pernoctaciones,,València,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2882,,Pernoctaciones,,València,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2884,,Viajero,,Valladolid,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2889,,Pernoctaciones,,Bilbao,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT12763,,Viajero,,Benavente,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2684,,Viajero,,Jerez de la Frontera,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT22288,,Pernoctaciones,,Elx/Elche,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT12518,,Viajero,,Lloret de Mar,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT12561,,Pernoctaciones,,Vielha e Mijaran,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT12627,,Viajero,,Ourense,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2750,,Pernoctaciones,,Benalmádena,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2784,,Viajero,,Pamplona/Iruña,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2794,,Pernoctaciones,,Llanes,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT12653,,Pernoctaciones,,Palencia,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2812,,Viajero,,San Bartolomé de Tirajana,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2813,,Pernoctaciones,,San Bartolomé de Tirajana,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT38604,,Viajero,,Yaiza,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2820,,Viajero,,Vigo,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2844,,Viajero,,Santander,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT12723,,Viajero,,Cambrils,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT12731,,Viajero,,Salou,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT12732,,Pernoctaciones,,Salou,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2864,,Viajero,,Albarracín,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2897,,Pernoctaciones,,Zaragoza,Residentes en España,Total categorías,Dato,,,,
EOH,2078,EOT2838,,Pernoctaciones,,Puerto de la Cruz,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2646,,Pernoctaciones,,Ávila,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2770,,Pernoctaciones,,Ronda,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2078,EOT2780,,Viajero,,Murcia,Residentes en el Extranjero,Total categorías,Dato,,,,
EOH,2065,EOT2324,Andalucía,Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT7793,,Estancia media,Almería,,,Total categorías,Dato,,,,
EOH,2065,EOT7795,,Estancia media,Córdoba,,,Total categorías,Dato,,,,
EOH,2065,EOT2330,Castilla y León,Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT7819,,Estancia media,Valladolid,,,Total categorías,Dato,,,,
EOH,2065,EOT7820,,Estancia media,Zamora,,,Total categorías,Dato,,,,
EOH,2065,EOT7825,,Estancia media,Guadalajara,,,Total categorías,Dato,,,,
EOH,2065,EOT7828,,Estancia media,Barcelona,,,Total categorías,Dato,,,,
EOH,2065,EOT2333,Comunitat Valenciana,Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT7833,,Estancia media,Alicante/Alacant,,,Total categorías,Dato,,,,
EOH,2065,EOT7837,,Estancia media,Badajoz,,,Total categorías,Dato,,,,
EOH,2065,EOT2338,"Navarra, Comunidad Foral de",Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT7812,,Estancia media,Ávila,,,Total categorías,Dato,,,,
EOH,2065,EOT7834,,Estancia media,Castellón/Castelló,,,Total categorías,Dato,,,,
EOH,2065,EOT7849,,Estancia media,Gipuzkoa,,,Total categorías,Dato,,,,
EOH,2065,EOT7831,,Estancia media,Tarragona,,,Total categorías,Dato,,,,
EOH,2065,EOT2337,"Murcia, Región de",Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT2332,Cataluña,Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT7794,,Estancia media,Cádiz,,,Total categorías,Dato,,,,
EOH,2065,EOT7797,,Estancia media,Huelva,,,Total categorías,Dato,,,,
EOH,2065,EOT7798,,Estancia media,Jaén,,,Total categorías,Dato,,,,
EOH,2065,EOT7800,,Estancia media,Sevilla,,,Total categorías,Dato,,,,
EOH,2065,EOT2328,Canarias,Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT7809,,Estancia media,Santa Cruz de Tenerife,,,Total categorías,Dato,,,,
EOH,2065,EOT7815,,Estancia media,Palencia,,,Total categorías,Dato,,,,
EOH,2065,EOT7816,,Estancia media,Salamanca,,,Total categorías,Dato,,,,
EOH,2065,EOT7817,,Estancia media,Segovia,,,Total categorías,Dato,,,,
EOH,2065,EOT7830,,Estancia media,Lleida,,,Total categorías,Dato,,,,
EOH,2065,EOT2340,"Rioja, La",Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT7852,Ceuta,Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT7853,Melilla,Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT7796,,Estancia media,Granada,,,Total categorías,Dato,,,,
EOH,2065,EOT7829,,Estancia media,Girona,,,Total categorías,Dato,,,,
EOH,2065,EOT2334,Extremadura,Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT7838,,Estancia media,Cáceres,,,Total categorías,Dato,,,,
EOH,2065,EOT7842,,Estancia media,Ourense,,,Total categorías,Dato,,,,
EOH,2065,EOT2339,País Vasco,Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT7843,,Estancia media,Pontevedra,,,Total categorías,Dato,,,,
EOH,2065,EOT2329,Cantabria,Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT7799,,Estancia media,Málaga,,,Total categorías,Dato,,,,
EOH,2065,EOT7802,,Estancia media,Huesca,,,Total categorías,Dato,,,,
EOH,2065,EOT7803,,Estancia media,Teruel,,,Total categorías,Dato,,,,
EOH,2065,EOT2326,"Asturias, Principado de",Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT2327,"Balears, Illes",Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT7823,,Estancia media,Ciudad Real,,,Total categorías,Dato,,,,
EOH,2065,EOT2325,Aragón,Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT7813,,Estancia media,Burgos,,,Total categorías,Dato,,,,
EOH,2065,EOT2331,Castilla - La Mancha,Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT2335,Galicia,Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT2323,,Estancia media,,,,Total categorías,Dato,,Total Nacional,,
EOH,2065,EOT7808,,Estancia media,"Palmas, Las",,,Total categorías,Dato,,,,
EOH,2065,EOT7818,,Estancia media,Soria,,,Total categorías,Dato,,,,
EOH,2065,EOT7826,,Estancia media,Toledo,,,Total categorías,Dato,,,,
EOH,2065,EOT7840,,Estancia media,"Coruña, A",,,Total categorías,Dato,,,,
EOH,2065,EOT7850,,Estancia media,Bizkaia,,,Total categorías,Dato,,,,
EOH,2065,EOT7804,,Estancia media,Zaragoza,,,Total categorías,Dato,,,,
EOH,2065,EOT7822,,Estancia media,Albacete,,,Total categorías,Dato,,,,
EOH,2065,EOT7824,,Estancia media,Cuenca,,,Total categorías,Dato,,,,
EOH,2065,EOT7835,,Estancia media,Valencia/València,,,Total categorías,Dato,,,,
EOH,2065,EOT7841,,Estancia media,Lugo,,,Total categorías,Dato,,,,
EOH,2065,EOT2336,"Madrid, Comunidad de",Estancia media,,,,Total categorías,Dato,,,,
EOH,2065,EOT7848,,Estancia media,Araba/Álava,,,Total categorías,Dato,,,,
EOH,2065,EOT7814,,Estancia media,León,,,Total categorías,Dato,,,,
EOH,2077,EOT2901,,Estancia media,,Alacant/Alicante,,Total categorías,Dato,,,,
EOH,2077,EOT2909,,Estancia media,,Calvià,,Total categorías,Dato,,,,
EOH,2077,EOT2912,,Estancia media,,Burgos,,Total categorías,Dato,,,,
EOH,2077,EOT12309,,Estancia media,,Trujillo,,Total categorías,Dato,,,,
EOH,2077,EOT2922,,Estancia media,,"Coruña, A",,Total categorías,Dato,,,,
EOH,2077,EOT38629,,Estancia media,,Sigüenza,,Total categorías,Dato,,,,
EOH,2077,EOT12326,,Estancia media,,Jaca,,Total categorías,Dato,,,,
EOH,2077,EOT2928,,Estancia media,,Lleida,,Total categorías,Dato,,,,
EOH,2077,EOT12336,,Estancia media,,Viveiro,,Total categorías,Dato,,,,
EOH,2077,EOT2938,,Estancia media,,Ronda,,Total categorías,Dato,,,,
EOH,2077,EOT12350,,Estancia media,,Cangas de Onís,,Total categorías,Dato,,,,
EOH,2077,EOT2948,,Estancia media,,"Palmas de Gran Canaria, Las",,Total categorías,Dato,,,,
EOH,2077,EOT12362,,Estancia media,,Sanxenxo,,Total categorías,Dato,,,,
EOH,2077,EOT2954,,Estancia media,,Arona,,Total categorías,Dato,,,,
EOH,2077,EOT2965,,Estancia media,,Gandia,,Total categorías,Dato,,,,
EOH,2077,EOT2915,,Estancia media,,Arcos de la Frontera,,Total categorías,Dato,,,,
EOH,2077,EOT12328,,Estancia media,,Cazorla,,Total categorías,Dato,,,,
EOH,2077,EOT12330,,Estancia media,,Naut Aran,,Total categorías,Dato,,,,
EOH,2077,EOT12355,,Estancia media,,Palencia,,Total categorías,Dato,,,,
EOH,2077,EOT12361,,Estancia media,,"Grove, O",,Total categorías,Dato,,,,
EOH,2077,EOT2959,,Estancia media,,Sevilla,,Total categorías,Dato,,,,
EOH,2077,EOT2961,,Estancia media,,Tarragona,,Total categorías,Dato,,,,
EOH,2077,EOT2967,,Estancia media,,Valladolid,,Total categorías,Dato,,,,
EOH,2077,EOT2937,,Estancia media,,Nerja,,Total categorías,Dato,,,,
EOH,2077,EOT12349,,Estancia media,,Ourense,,Total categorías,Dato,,,,
EOH,2077,EOT2962,,Estancia media,,Albarracín,,Total categorías,Dato,,,,
EOH,2077,EOT2969,,Estancia media,,Zamora,,Total categorías,Dato,,,,
EOH,2077,EOT2966,,Estancia media,,València,,Total categorías,Dato,,,,
EOH,2077,EOT2932,,Estancia media,,Madrid,,Total categorías,Dato,,,,
EOH,2077,EOT2910,,Estancia media,,Palma,,Total categorías,Dato,,,,
EOH,2077,EOT2925,,Estancia media,,Granada,,Total categorías,Dato,,,,
EOH,2077,EOT2913,,Estancia media,,Cáceres,,Total categorías,Dato,,,,
EOH,2077,EOT2952,,Estancia media,,Salamanca,,Total categorías,Dato,,,,
EOH,2077,EOT2899,,Estancia media,,Vitoria-Gasteiz,,Total categorías,Dato,,,,
EOH,2077,EOT2900,,Estancia media,,Albacete,,Total categorías,Dato,,,,
EOH,2077,EOT2902,,Estancia media,,Benidorm,,Total categorías,Dato,,,,
EOH,2077,EOT2904,,Estancia media,,Almería,,Total categorías,Dato,,,,
EOH,2077,EOT2906,,Estancia media,,Roquetas de Mar,,Total categorías,Dato,,,,
EOH,2077,EOT2907,,Estancia media,,Ávila,,Total categorías,Dato,,,,
EOH,2077,EOT12302,,Estancia media,,Capdepera,,Total categorías,Dato,,,,
EOH,2077,EOT2911,,Estancia media,,Barcelona,,Total categorías,Dato,,,,
EOH,2077,EOT2916,,Estancia media,,Cádiz,,Total categorías,Dato,,,,
EOH,2077,EOT2917,,Estancia media,,Jerez de la Frontera,,Total categorías,Dato,,,,
EOH,2077,EOT2920,,Estancia media,,Castelló de la Plana,,Total categorías,Dato,,,,
EOH,2077,EOT2924,,Estancia media,,Cuenca,,Total categorías,Dato,,,,
EOH,2077,EOT12327,,Estancia media,,Sallent de Gállego,,Total categorías,Dato,,,,
EOH,2077,EOT22299,,Estancia media,,Ponferrada,,Total categorías,Dato,,,,
EOH,2077,EOT12332,,Estancia media,,Vielha e Mijaran,,Total categorías,Dato,,,,
EOH,2077,EOT2930,,Estancia media,,Lugo,,Total categorías,Dato,,,,
EOH,2077,EOT2935,,Estancia media,,Málaga,,Total categorías,Dato,,,,
EOH,2077,EOT2947,,Estancia media,,Pájara,,Total categorías,Dato,,,,
EOH,2077,EOT38626,,Estancia media,,Yaiza,,Total categorías,Dato,,,,
EOH,2077,EOT2921,,Estancia media,,Córdoba,,Total categorías,Dato,,,,
EOH,2077,EOT2923,,Estancia media,,Santiago de Compostela,,Total categorías,Dato,,,,
EOH,2077,EOT12325,,Estancia media,,Benasque,,Total categorías,Dato,,,,
EOH,2077,EOT2931,,Estancia media,,Ribadeo,,Total categorías,Dato,,,,
EOH,2077,EOT2939,,Estancia media,,Torremolinos,,Total categorías,Dato,,,,
EOH,2077,EOT2953,,Estancia media,,Adeje,,Total categorías,Dato,,,,
EOH,2077,EOT2968,,Estancia media,,Bilbao,,Total categorías,Dato,,,,
EOH,2077,EOT2970,,Estancia media,,Zaragoza,,Total categorías,Dato,,,,
EOH,2077,EOT2929,,Estancia media,,Logroño,,Total categorías,Dato,,,,
EOH,2077,EOT12354,,Estancia media,,Villaviciosa,,Total categorías,Dato,,,,
EOH,2077,EOT38627,,Estancia media,,Teguise,,Total categorías,Dato,,,,
EOH,2077,EOT38628,,Estancia media,,Antequera,,Total categorías,Dato,,,,
EOH,2077,EOT2936,,Estancia media,,Marbella,,Total categorías,Dato,,,,
EOH,2077,EOT2957,,Estancia media,,Santander,,Total categorías,Dato,,,,
EOH,2077,EOT2933,,Estancia media,,Benalmádena,,Total categorías,Dato,,,,
EOH,2077,EOT2944,,Estancia media,,Llanes,,Total categorías,Dato,,,,
EOH,2077,EOT12293,,Estancia media,,Dénia,,Total categorías,Dato,,,,
EOH,2077,EOT22301,,Estancia media,,Elx/Elche,,Total categorías,Dato,,,,
EOH,2077,EOT38631,,Estancia media,,Sitges,,Total categorías,Dato,,,,
EOH,2077,EOT12308,,Estancia media,,Plasencia,,Total categorías,Dato,,,,
EOH,2077,EOT2914,,Estancia media,,Algeciras,,Total categorías,Dato,,,,
EOH,2077,EOT38630,,Estancia media,,Ciudad Real,,Total categorías,Dato,,,,
EOH,2077,EOT2934,,Estancia media,,Fuengirola,,Total categorías,Dato,,,,
EOH,2077,EOT12373,,Estancia media,,Cambrils,,Total categorías,Dato,,,,
EOH,2077,EOT2905,,Estancia media,,Mojácar,,Total categorías,Dato,,,,
EOH,2077,EOT12317,,Estancia media,,Peníscola/Peñíscola,,Total categorías,Dato,,,,
EOH,2077,EOT12339,,Estancia media,,Estepona,,Total categorías,Dato,,,,
EOH,2077,EOT2940,,Estancia media,,Cartagena,,Total categorías,Dato,,,,
EOH,2077,EOT2941,,Estancia media,,Murcia,,Total categorías,Dato,,,,
EOH,2077,EOT2942,,Estancia media,,Pamplona/Iruña,,Total categorías,Dato,,,,
EOH,2077,EOT2955,,Estancia media,,Puerto de la Cruz,,Total categorías,Dato,,,,
EOH,2077,EOT2958,,Estancia media,,Segovia,,Total categorías,Dato,,,,
EOH,2077,EOT2964,,Estancia media,,Toledo,,Total categorías,Dato,,,,
EOH,2077,EOT2963,,Estancia media,,Teruel,,Total categorías,Dato,,,,
EOH,2077,EOT12383,,Estancia media,,Benavente,,Total categorías,Dato,,,,
EOH,2077,EOT2918,,Estancia media,,"Puerto de Santa María, El",,Total categorías,Dato,,,,
EOH,2077,EOT2945,,Estancia media,,Oviedo,,Total categorías,Dato,,,,
EOH,2077,EOT2956,,Estancia media,,Santa Cruz de Tenerife,,Total categorías,Dato,,,,
EOH,2077,EOT12375,,Estancia media,,Salou,,Total categorías,Dato,,,,
EOH,2077,EOT2903,,Estancia media,,Torrevieja,,Total categorías,Dato,,,,
EOH,2077,EOT12297,,Estancia media,,Níjar,,Total categorías,Dato,,,,
EOH,2077,EOT22300,,Estancia media,,Badajoz,,Total categorías,Dato,,,,
EOH,2077,EOT12304,,Estancia media,,Sant Llorenç des Cardassar,,Total categorías,Dato,,,,
EOH,2077,EOT12322,,Estancia media,,Lloret de Mar,,Total categorías,Dato,,,,
EOH,2077,EOT2926,,Estancia media,,Donostia/San Sebastián,,Total categorías,Dato,,,,
EOH,2077,EOT2946,,Estancia media,,Mogán,,Total categorías,Dato,,,,
EOH,2077,EOT2908,,Estancia media,,Mérida,,Total categorías,Dato,,,,
EOH,2077,EOT2927,,Estancia media,,León,,Total categorías,Dato,,,,
EOH,2077,EOT2943,,Estancia media,,Gijón,,Total categorías,Dato,,,,
EOH,2077,EOT2949,,Estancia media,,San Bartolomé de Tirajana,,Total categorías,Dato,,,,
EOH,2077,EOT2960,,Estancia media,,Soria,,Total categorías,Dato,,,,
EOH,2077,EOT2950,,Estancia media,,Tías,,Total categorías,Dato,,,,
EOH,2077,EOT2951,,Estancia media,,Vigo,,Total categorías,Dato,,,,
EOH,2077,EOT2919,,Estancia media,,Tarifa,,Total categorías,Dato,,,,
EOAL,9664,EOT22979,,Viajero,,,Residentes en el Extranjero,,Dato,Total,Total Nacional,,
EOAL,9664,EOT23041,,Pernoctaciones,,,Total ,,Dato,Total,Total Nacional,,
EOAL,9664,EOT22978,Andalucía,Viajero,,,Total ,,Dato,Total,,,
EOAL,9664,EOT23037,Andalucía,Pernoctaciones,,,Residentes en España,,Dato,Total,,,
EOAL,9664,EOT22965,Canarias,Viajero,,,Residentes en España,,Dato,Total,,,
EOAL,9664,EOT23020,Castilla y León,Pernoctaciones,,,Total ,,Dato,Total,,,
EOAL,9664,EOT22949,Comunitat Valenciana,Viajero,,,Residentes en el Extranjero,,Dato,Total,,,
EOAL,9664,EOT22944,Galicia,Viajero,,,Residentes en España,,Dato,Total,,,
EOAL,9664,EOT23003,Galicia,Pernoctaciones,,,Residentes en el Extranjero,,Dato,Total,,,
EOAL,9664,EOT23001,"Madrid, Comunidad de",Pernoctaciones,,,Residentes en España,,Dato,Total,,,
EOAL,9664,EOT23000,"Madrid, Comunidad de",Pernoctaciones,,,Residentes en el Extranjero,,Dato,Total,,,
EOAL,9664,EOT22930,"Rioja, La",Viajero,,,Total ,,Dato,Total,,,
EOAL,9664,EOT23025,Canarias,Pernoctaciones,,,Residentes en España,,Dato,Total,,,
EOAL,9664,EOT22946,Extremadura,Viajero,,,Residentes en el Extranjero,,Dato,Total,,,
EOAL,9664,EOT23004,Galicia,Pernoctaciones,,,Residentes en España,,Dato,Total,,,
EOAL,9664,EOT22937,"Murcia, Región de",Viajero,,,Residentes en el Extranjero,,Dato,Total,,,
EOAL,9664,EOT22924,Melilla,Viajero,,,Total ,,Dato,Total,,,
EOAL,9664,EOT23021,Cantabria,Pernoctaciones,,,Residentes en el Extranjero,,Dato,Total,,,
EOAL,9664,EOT22996,"Navarra, Comunidad Foral de",Pernoctaciones,,,Total ,,Dato,Total,,,
EOAL,9664,EOT22994,"Navarra, Comunidad Foral de",Pernoctaciones,,,Residentes en el Extranjero,,Dato,Total,,,
EOAL,9664,EOT22926,Ceuta,Viajero,,,Residentes en España,,Dato,Total,,,
EOAL,9664,EOT22939,"Murcia, Región de",Viajero,,,Total ,,Dato,Total,,,
EOAL,9664,EOT22993,País Vasco,Pernoctaciones,,,Total ,,Dato,Total,,,
EOAL,9664,EOT22957,Castilla - La Mancha,Viajero,,,Total ,,Dato,Total,,,
EOAL,9664,EOT23005,Galicia,Pernoctaciones,,,Total ,,Dato,Total,,,
EOAL,9664,EOT22935,"Navarra, Comunidad Foral de",Viajero,,,Residentes en España,,Dato,Total,,,
EOAL,9664,EOT22947,Extremadura,Viajero,,,Residentes en España,,Dato,Total,,,
EOAL,9664,EOT22997,"Murcia, Región de",Pernoctaciones,,,Residentes en el Extranjero,,Dato,Total,,,
EOAL,9664,EOT22983,Melilla,Pernoctaciones,,,Residentes en España,,Dato,Total,,,
EOAL,9664,EOT23030,"Asturias, Principado de",Pernoctaciones,,,Residentes en el Extranjero,,Dato,Total,,,
EOAL,9664,EOT22929,"Rioja, La",Viajero,,,Residentes en España,,Dato,Total,,,
EOAL,9664,EOT23040,,Pernoctaciones,,,Residentes en España,,Dato,Total,Total Nacional,,
EOAL,9664,EOT23038,Andalucía,Pernoctaciones,,,Total ,,Dato,Total,,,
EOAL,9664,EOT22973,Aragón,Viajero,,,Residentes en el Extranjero,,Dato,Total,,,
EOAL,9664,EOT23029,"Balears, Illes",Pernoctaciones,,,Total ,,Dato,Total,,,
EOAL,9664,EOT22964,Canarias,Viajero,,,Residentes en el Extranjero,,Dato,Total,,,
EOAL,9664,EOT23023,Cantabria,Pernoctaciones,,,Total ,,Dato,Total,,,
EOAL,9664,EOT23022,Cantabria,Pernoctaciones,,,Residentes en España,,Dato,Total,,,
EOAL,9664,EOT23017,Castilla - La Mancha,Pernoctaciones,,,Total ,,Dato,Total,,,
EOAL,9664,EOT23015,Castilla - La Mancha,Pernoctaciones,,,Residentes en el Extranjero,,Dato,Total,,,
EOAL,9664,EOT22954,Cataluña,Viajero,,,Total ,,Dato,Total,,,
EOAL,9664,EOT23012,Cataluña,Pernoctaciones,,,Residentes en el Extranjero,,Dato,Total,,,
EOAL,9664,EOT22931,País Vasco,Viajero,,,Residentes en el Extranjero,,Dato,Total,,,
EOAL,9664,EOT23032,"Asturias, Principado de",Pernoctaciones,,,Total ,,Dato,Total,,,
