FAMILIA,TABLA,COD,COMUNIDADES_Y_CIUDADES_AUTONOMAS,CONCEPTO_TURISTICO,PROVINCIAS,PUNTOS_TURISTICOS,RESIDENCIA_ORIGEN,TIPO_DE_CATEGORIA,TIPO_DE_DATO,TIPO_DE_ESTABLECIMIENTO,TOTALES_TERRITORIALES,TOTAL_NACIONAL,ZONAS_TURISTICAS
EOATR,2006,EOT5942,Galicia,Viajero,,,Total Nacional,,Porcentaje,,,,
EOATR,2006,EOT5958,Galicia,Viajero,,,País Vasco,,Porcentaje,,,,
EOATR,2006,EOT6064,Galicia,Pernoctaciones,,,Comunitat Valenciana,,Porcentaje,,,,
EOATR,2006,EOT6425,"Madrid, Comunidad de",Viajero,,,País Vasco,,Porcentaje,,,,
EOATR,2006,EOT6431,"Madrid, Comunidad de",Pernoctaciones,,,"Asturias, Principado de",,Porcentaje,,,,
EOATR,2006,EOT6434,"Madrid, Comunidad de",Pernoctaciones,,,Cantabria,,Porcentaje,,,,
EOATR,2006,EOT6899,"Murcia, Región de",Viajero,,,"Murcia, Región de",,Porcentaje,,,,
EOATR,2006,EOT6907,"Murcia, Región de",Pernoctaciones,,,"Asturias, Principado de",,Porcentaje,,,,
EOATR,2006,EOT20957,"Navarra, Comunidad Foral de",Viajero,,,Ceuta,,Porcentaje,,,,
EOATR,2006,EOT5896,"Navarra, Comunidad Foral de",Pernoctaciones,,,Comunitat Valenciana,,Porcentaje,,,,
EOATR,2006,EOT7267,País Vasco,Viajero,,,"Asturias, Principado de",,Porcentaje,,,,
EOATR,2006,EOT7272,País Vasco,Viajero,,,Castilla - La Mancha,,Porcentaje,,,,
EOATR,2006,EOT7276,País Vasco,Viajero,,,Galicia,,Porcentaje,,,,
EOATR,2006,EOT7285,País Vasco,Pernoctaciones,,,Aragón,,Porcentaje,,,,
EOATR,2006,EOT7379,"Rioja, La",Viajero,,,Andalucía,,Porcentaje,,,,
EOATR,2006,EOT7395,"Rioja, La",Viajero,,,"Rioja, La",,Porcentaje,,,,
EOATR,2006,EOT6358,"Asturias, Principado de",Pernoctaciones,,,Extremadura,,Porcentaje,,,,
EOATR,2006,EOT7132,Canarias,Viajero,,,Cataluña,,Porcentaje,,,,
EOATR,2006,EOT7135,Canarias,Viajero,,,Galicia,,Porcentaje,,,,
EOATR,2006,EOT5713,Canarias,Viajero,,,"Rioja, La",,Porcentaje,,,,
EOATR,2006,EOT5724,Canarias,Pernoctaciones,,,Cataluña,,Porcentaje,,,,
EOATR,2006,EOT20638,Castilla y León,Viajero,,,Melilla,,Porcentaje,,,,
EOATR,2006,EOT20698,Castilla - La Mancha,Pernoctaciones,,,Melilla,,Porcentaje,,,,
EOATR,2006,EOT6512,Comunitat Valenciana,Pernoctaciones,,,Extremadura,,Porcentaje,,,,
EOATR,2006,EOT6062,Galicia,Pernoctaciones,,,Castilla - La Mancha,,Porcentaje,,,,
EOATR,2006,EOT6893,"Murcia, Región de",Viajero,,,Castilla - La Mancha,,Porcentaje,,,,
EOATR,2006,EOT6894,"Murcia, Región de",Viajero,,,Cataluña,,Porcentaje,,,,
EOATR,2006,EOT7275,País Vasco,Viajero,,,Extremadura,,Porcentaje,,,,
EOATR,2006,EOT7298,País Vasco,Pernoctaciones,,,"Navarra, Comunidad Foral de",,Porcentaje,,,,
EOATR,2006,EOT21070,Ceuta,Viajero,,,Extremadura,,Porcentaje,,,,
EOATR,2006,EOT21071,Ceuta,Viajero,,,Galicia,,Porcentaje,,,,
EOATR,2006,EOT21073,Ceuta,Viajero,,,"Murcia, Región de",,Porcentaje,,,,
EOATR,2006,EOT21101,Melilla,Viajero,,,Aragón,,Porcentaje,,,,
EOATR,2006,EOT21113,Melilla,Viajero,,,"Murcia, Región de",,Porcentaje,,,,
EOATR,2006,EOT21126,Melilla,Pernoctaciones,,,Castilla y León,,Porcentaje,,,,
EOATR,2006,EOT5938,Cataluña,Viajero,,,Aragón,,Porcentaje,,,,
EOATR,2006,EOT6913,"Murcia, Región de",Pernoctaciones,,,Cataluña,,Porcentaje,,,,
EOATR,2006,EOT5889,"Navarra, Comunidad Foral de",Pernoctaciones,,,"Asturias, Principado de",,Porcentaje,,,,
EOATR,2006,EOT7393,"Rioja, La",Viajero,,,"Navarra, Comunidad Foral de",,Porcentaje,,,,
EOATR,2006,EOT21104,Melilla,Viajero,,,Canarias,,Porcentaje,,,,
EOATR,2006,EOT5725,Canarias,Pernoctaciones,,,Comunitat Valenciana,,Porcentaje,,,,
EOATR,2006,EOT6111,Cantabria,Viajero,,,País Vasco,,Porcentaje,,,,
EOATR,2006,EOT20597,Cantabria,Viajero,,,Ceuta,,Porcentaje,,,,
EOATR,2006,EOT6581,Castilla y León,Pernoctaciones,,,Canarias,,Porcentaje,,,,
EOATR,2006,EOT6885,Extremadura,Viajero,,,"Navarra, Comunidad Foral de",,Porcentaje,,,,
EOATR,2006,EOT6972,Extremadura,Pernoctaciones,,,Extremadura,,Porcentaje,,,,
EOATR,2006,EOT6974,Extremadura,Pernoctaciones,,,"Madrid, Comunidad de",,Porcentaje,,,,
EOATR,2006,EOT6822,"Murcia, Región de",Viajero,,,Total Nacional,,Porcentaje,,,,
EOATR,2006,EOT6912,"Murcia, Región de",Pernoctaciones,,,Castilla - La Mancha,,Porcentaje,,,,
EOATR,2006,EOT21076,Ceuta,Viajero,,,"Rioja, La",,Porcentaje,,,,
EOATR,2006,EOT21099,Melilla,Viajero,,,Total Nacional,,Porcentaje,,,,
EOATR,2006,EOT21117,Melilla,Viajero,,,Ceuta,,Porcentaje,,,,
EOATR,2006,EOT6584,Castilla y León,Pernoctaciones,,,Castilla - La Mancha,,Porcentaje,,,,
EOATR,2006,EOT7046,Castilla - La Mancha,Viajero,,,"Rioja, La",,Porcentaje,,,,
EOATR,2006,EOT6052,Cataluña,Pernoctaciones,,,Extremadura,,Porcentaje,,,,
EOATR,2006,EOT6501,Comunitat Valenciana,Pernoctaciones,,,Total Nacional,,Porcentaje,,,,
EOATR,2006,EOT20858,Galicia,Pernoctaciones,,,Melilla,,Porcentaje,,,,
EOATR,2006,EOT20917,"Murcia, Región de",Viajero,,,Ceuta,,Porcentaje,,,,
EOATR,2006,EOT5795,"Navarra, Comunidad Foral de",Viajero,,,Castilla - La Mancha,,Porcentaje,,,,
EOATR,2006,EOT7265,País Vasco,Viajero,,,Andalucía,,Porcentaje,,,,
EOATR,2006,EOT7280,País Vasco,Viajero,,,País Vasco,,Porcentaje,,,,
EOATR,2006,EOT7383,"Rioja, La",Viajero,,,Canarias,,Porcentaje,,,,
EOATR,2006,EOT7390,"Rioja, La",Viajero,,,Galicia,,Porcentaje,,,,
EOATR,2006,EOT7403,"Rioja, La",Pernoctaciones,,,Cantabria,,Porcentaje,,,,
EOATR,2006,EOT7412,"Rioja, La",Pernoctaciones,,,"Navarra, Comunidad Foral de",,Porcentaje,,,,
EOATR,2006,EOT21059,Ceuta,Viajero,,,Total Nacional,,Porcentaje,,,,
EOATR,2006,EOT21066,Ceuta,Viajero,,,Castilla y León,,Porcentaje,,,,
EOATR,2006,EOT21090,Ceuta,Pernoctaciones,,,Extremadura,,Porcentaje,,,,
EOATR,2006,EOT21094,Ceuta,Pernoctaciones,,,"Navarra, Comunidad Foral de",,Porcentaje,,,,
EOATR,2006,EOT21095,Ceuta,Pernoctaciones,,,País Vasco,,Porcentaje,,,,
EOATR,2006,EOT21098,Ceuta,Pernoctaciones,,,Melilla,,Porcentaje,,,,
EOATR,2006,EOT21120,Melilla,Pernoctaciones,,,Andalucía,,Porcentaje,,,,
EOATR,2006,EOT21125,Melilla,Pernoctaciones,,,Cantabria,,Porcentaje,,,,
EOATR,2006,EOT6665,Castilla y León,Pernoctaciones,,,País Vasco,,Porcentaje,,,,
EOATR,2006,EOT7290,País Vasco,Pernoctaciones,,,Castilla y León,,Porcentaje,,,,
EOATR,2006,EOT21081,Ceuta,Pernoctaciones,,,Aragón,,Porcentaje,,,,
EOATR,2006,EOT21135,Melilla,Pernoctaciones,,,País Vasco,,Porcentaje,,,,
EOATR,2006,EOT6713,"Balears, Illes",Viajero,,,"Asturias, Principado de",,Porcentaje,,,,
EOATR,2006,EOT6527,"Madrid, Comunidad de",Pernoctaciones,,,País Vasco,,Porcentaje,,,,
EOATR,2006,EOT7406,"Rioja, La",Pernoctaciones,,,Cataluña,,Porcentaje,,,,
EOATR,2006,EOT3388,,Viajero,,,Total Nacional,,Porcentaje,,Total Nacional,,
EOATR,2006,EOT3389,,Viajero,,,Andalucía,,Porcentaje,,Total Nacional,,
EOATR,2006,EOT3411,,Viajero,,,"Balears, Illes",,Porcentaje,,Total Nacional,,
EOATR,2006,EOT3413,,Viajero,,,Cantabria,,Porcentaje,,Total Nacional,,
EOATR,2006,EOT3418,,Viajero,,,Extremadura,,Porcentaje,,Total Nacional,,
EOATR,2006,EOT3419,,Viajero,,,Galicia,,Porcentaje,,Total Nacional,,
EOATR,2006,EOT3420,,Viajero,,,"Madrid, Comunidad de",,Porcentaje,,Total Nacional,,
EOATR,2006,EOT3423,,Viajero,,,País Vasco,,Porcentaje,,Total Nacional,,
EOATR,2006,EOT3428,,Pernoctaciones,,,Aragón,,Porcentaje,,Total Nacional,,
EOATR,2006,EOT3434,,Pernoctaciones,,,Castilla - La Mancha,,Porcentaje,,Total Nacional,,
EOATR,2006,EOT3486,,Pernoctaciones,,,Comunitat Valenciana,,Porcentaje,,Total Nacional,,
EOATR,2006,EOT3493,,Pernoctaciones,,,"Rioja, La",,Porcentaje,,Total Nacional,,
EOATR,2006,EOT5497,Andalucía,Viajero,,,Total Nacional,,Porcentaje,,,,
EOATR,2006,EOT5499,Andalucía,Viajero,,,Aragón,,Porcentaje,,,,
EOATR,2006,EOT5507,Andalucía,Viajero,,,Comunitat Valenciana,,Porcentaje,,,,
EOATR,2006,EOT5509,Andalucía,Viajero,,,Galicia,,Porcentaje,,,,
EOATR,2006,EOT20397,Andalucía,Viajero,,,Ceuta,,Porcentaje,,,,
EOATR,2006,EOT5569,Andalucía,Pernoctaciones,,,Total Nacional,,Porcentaje,,,,
EOATR,2006,EOT5581,Andalucía,Pernoctaciones,,,Galicia,,Porcentaje,,,,
EOATR,2006,EOT5584,Andalucía,Pernoctaciones,,,"Navarra, Comunidad Foral de",,Porcentaje,,,,
EOATR,2006,EOT5666,Aragón,Viajero,,,Aragón,,Porcentaje,,,,
EOATR,2006,EOT5678,Aragón,Viajero,,,"Murcia, Región de",,Porcentaje,,,,
EOATR,2006,EOT5519,Aragón,Pernoctaciones,,,Galicia,,Porcentaje,,,,
EOATR,2006,EOT5522,Aragón,Pernoctaciones,,,"Navarra, Comunidad Foral de",,Porcentaje,,,,
EOATR,2006,EOT20457,Aragón,Pernoctaciones,,,Ceuta,,Porcentaje,,,,
EOATR,2006,EOT6253,"Asturias, Principado de",Viajero,,,Castilla y León,,Porcentaje,,,,
EOATR,2006,EOT6269,"Asturias, Principado de",Pernoctaciones,,,"Balears, Illes",,Porcentaje,,,,
EOATR,2006,EOT6360,"Asturias, Principado de",Pernoctaciones,,,"Madrid, Comunidad de",,Porcentaje,,,,
EOATR,2006,EOT6657,"Balears, Illes",Viajero,,,Andalucía,,Porcentaje,,,,
EOATR,2006,EOT6722,"Balears, Illes",Viajero,,,Galicia,,Porcentaje,,,,
EOATR,2006,EOT6723,"Balears, Illes",Viajero,,,"Madrid, Comunidad de",,Porcentaje,,,,
EOATR,2006,EOT6733,"Balears, Illes",Pernoctaciones,,,"Balears, Illes",,Porcentaje,,,,
EOATR,2006,EOT20537,"Balears, Illes",Pernoctaciones,,,Ceuta,,Porcentaje,,,,
EOATR,2006,EOT6098,Cantabria,Viajero,,,"Asturias, Principado de",,Porcentaje,,,,
EOATR,2006,EOT6109,Cantabria,Viajero,,,"Murcia, Región de",,Porcentaje,,,,
EOATR,2006,EOT6110,Cantabria,Viajero,,,"Navarra, Comunidad Foral de",,Porcentaje,,,,
EOATR,2006,EOT6192,Cantabria,Pernoctaciones,,,"Asturias, Principado de",,Porcentaje,,,,
EOATR,2006,EOT7035,Castilla - La Mancha,Viajero,,,Cantabria,,Porcentaje,,,,
EOATR,2006,EOT7044,Castilla - La Mancha,Viajero,,,"Navarra, Comunidad Foral de",,Porcentaje,,,,
EOATR,2006,EOT6895,"Murcia, Región de",Viajero,,,Comunitat Valenciana,,Porcentaje,,,,
EOATR,2006,EOT5679,Aragón,Viajero,,,"Navarra, Comunidad Foral de",,Porcentaje,,,,
EOATR,2006,EOT5685,Aragón,Pernoctaciones,,,Aragón,,Porcentaje,,,,
EOATR,2006,EOT6260,"Asturias, Principado de",Viajero,,,"Murcia, Región de",,Porcentaje,,,,
EOATR,2006,EOT6267,"Asturias, Principado de",Pernoctaciones,,,Aragón,,Porcentaje,,,,
EOATR,2006,EOT6356,"Asturias, Principado de",Pernoctaciones,,,Cataluña,,Porcentaje,,,,
EOATR,2006,EOT5722,Canarias,Pernoctaciones,,,Castilla y León,,Porcentaje,,,,
EOATR,2006,EOT20577,Canarias,Pernoctaciones,,,Ceuta,,Porcentaje,,,,
EOATR,2006,EOT6095,Cantabria,Viajero,,,Total Nacional,,Porcentaje,,,,
EOATR,2006,EOT6197,Cantabria,Pernoctaciones,,,Castilla - La Mancha,,Porcentaje,,,,
EOATR,2006,EOT6206,Cantabria,Pernoctaciones,,,"Rioja, La",,Porcentaje,,,,
EOATR,2006,EOT6572,Castilla y León,Viajero,,,"Navarra, Comunidad Foral de",,Porcentaje,,,,
EOATR,2006,EOT5936,Cataluña,Viajero,,,Total Nacional,,Porcentaje,,,,
EOATR,2006,EOT6046,Cataluña,Pernoctaciones,,,Canarias,,Porcentaje,,,,
EOATR,2006,EOT6053,Cataluña,Pernoctaciones,,,Galicia,,Porcentaje,,,,
EOATR,2006,EOT6502,Comunitat Valenciana,Pernoctaciones,,,Andalucía,,Porcentaje,,,,
EOATR,2006,EOT6982,"Murcia, Región de",Pernoctaciones,,,"Navarra, Comunidad Foral de",,Porcentaje,,,,
EOATR,2006,EOT21064,Ceuta,Viajero,,,Canarias,,Porcentaje,,,,
EOATR,2006,EOT7041,Castilla - La Mancha,Viajero,,,Galicia,,Porcentaje,,,,
EOATR,2006,EOT6058,Cataluña,Pernoctaciones,,,"Rioja, La",,Porcentaje,,,,
EOATR,2006,EOT20798,Extremadura,Viajero,,,Melilla,,Porcentaje,,,,
EOATR,2006,EOT7284,País Vasco,Pernoctaciones,,,Andalucía,,Porcentaje,,,,
EOATR,2006,EOT5879,"Navarra, Comunidad Foral de",Viajero,,,Galicia,,Porcentaje,,,,
EOATR,2006,EOT21128,Melilla,Pernoctaciones,,,Cataluña,,Porcentaje,,,,
EOATR,2006,EOT3490,,Pernoctaciones,,,"Murcia, Región de",,Porcentaje,,Total Nacional,,
EOATR,2006,EOT3492,,Pernoctaciones,,,País Vasco,,Porcentaje,,Total Nacional,,
EOATR,2006,EOT20378,,Pernoctaciones,,,Melilla,,Porcentaje,,Total Nacional,,
EOATR,2006,EOT5664,Aragón,Viajero,,,Total Nacional,,Porcentaje,,,,
EOATR,2006,EOT5521,Aragón,Pernoctaciones,,,"Murcia, Región de",,Porcentaje,,,,
EOATR,2006,EOT6268,"Asturias, Principado de",Pernoctaciones,,,"Asturias, Principado de",,Porcentaje,,,,
EOATR,2006,EOT6270,"Asturias, Principado de",Pernoctaciones,,,Canarias,,Porcentaje,,,,
EOATR,2006,EOT7126,Canarias,Viajero,,,"Asturias, Principado de",,Porcentaje,,,,
EOATR,2006,EOT7133,Canarias,Viajero,,,Comunitat Valenciana,,Porcentaje,,,,
EOATR,2006,EOT6101,Cantabria,Viajero,,,Cantabria,,Porcentaje,,,,
EOATR,2006,EOT6194,Cantabria,Pernoctaciones,,,Canarias,,Porcentaje,,,,
EOATR,2006,EOT6405,Comunitat Valenciana,Viajero,,,Castilla y León,,Porcentaje,,,,
EOATR,2006,EOT5957,Galicia,Viajero,,,"Navarra, Comunidad Foral de",,Porcentaje,,,,
EOATR,2006,EOT5575,Andalucía,Pernoctaciones,,,Cantabria,,Porcentaje,,,,
EOATR,2006,EOT5673,Aragón,Viajero,,,Cataluña,,Porcentaje,,,,
EOATR,2006,EOT6252,"Asturias, Principado de",Viajero,,,Cantabria,,Porcentaje,,,,
EOATR,2006,EOT20477,"Asturias, Principado de",Viajero,,,Ceuta,,Porcentaje,,,,
EOATR,2006,EOT20497,"Asturias, Principado de",Pernoctaciones,,,Ceuta,,Porcentaje,,,,
EOATR,2006,EOT6716,"Balears, Illes",Viajero,,,Cantabria,,Porcentaje,,,,
EOATR,2006,EOT5711,Canarias,Viajero,,,"Navarra, Comunidad Foral de",,Porcentaje,,,,
EOATR,2006,EOT5718,Canarias,Pernoctaciones,,,"Asturias, Principado de",,Porcentaje,,,,
EOATR,2006,EOT5721,Canarias,Pernoctaciones,,,Cantabria,,Porcentaje,,,,
EOATR,2006,EOT5732,Canarias,Pernoctaciones,,,"Rioja, La",,Porcentaje,,,,
EOATR,2006,EOT6116,Cantabria,Pernoctaciones,,,Aragón,,Porcentaje,,,,
EOATR,2006,EOT6202,Cantabria,Pernoctaciones,,,"Madrid, Comunidad de",,Porcentaje,,,,
EOATR,2006,EOT6203,Cantabria,Pernoctaciones,,,"Murcia, Región de",,Porcentaje,,,,
EOATR,2006,EOT6564,Castilla y León,Viajero,,,Castilla y León,,Porcentaje,,,,
EOATR,2006,EOT6577,Castilla y León,Pernoctaciones,,,Andalucía,,Porcentaje,,,,
EOATR,2006,EOT6666,Castilla y León,Pernoctaciones,,,"Rioja, La",,Porcentaje,,,,
EOATR,2006,EOT7040,Castilla - La Mancha,Viajero,,,Extremadura,,Porcentaje,,,,
EOATR,2006,EOT7043,Castilla - La Mancha,Viajero,,,"Murcia, Región de",,Porcentaje,,,,
EOATR,2006,EOT20678,Castilla - La Mancha,Viajero,,,Melilla,,Porcentaje,,,,
EOATR,2006,EOT5939,Cataluña,Viajero,,,"Asturias, Principado de",,Porcentaje,,,,
EOATR,2006,EOT6032,Cataluña,Viajero,,,Comunitat Valenciana,,Porcentaje,,,,
EOATR,2006,EOT6499,Comunitat Valenciana,Viajero,,,"Rioja, La",,Porcentaje,,,,
EOATR,2006,EOT20777,Comunitat Valenciana,Pernoctaciones,,,Ceuta,,Porcentaje,,,,
EOATR,2006,EOT6879,Extremadura,Viajero,,,Cataluña,,Porcentaje,,,,
EOATR,2006,EOT6965,Extremadura,Pernoctaciones,,,"Balears, Illes",,Porcentaje,,,,
EOATR,2006,EOT6975,Extremadura,Pernoctaciones,,,"Murcia, Región de",,Porcentaje,,,,
EOATR,2006,EOT6976,Extremadura,Pernoctaciones,,,"Navarra, Comunidad Foral de",,Porcentaje,,,,
EOATR,2006,EOT6977,Extremadura,Pernoctaciones,,,País Vasco,,Porcentaje,,,,
EOATR,2006,EOT6978,Extremadura,Pernoctaciones,,,"Rioja, La",,Porcentaje,,,,
EOATR,2006,EOT20818,Extremadura,Pernoctaciones,,,Melilla,,Porcentaje,,,,
EOATR,2006,EOT20837,Galicia,Viajero,,,Ceuta,,Porcentaje,,,,
EOATR,2006,EOT6413,"Madrid, Comunidad de",Viajero,,,"Balears, Illes",,Porcentaje,,,,
EOATR,2006,EOT6522,"Madrid, Comunidad de",Pernoctaciones,,,Extremadura,,Porcentaje,,,,
EOATR,2006,EOT20937,"Murcia, Región de",Pernoctaciones,,,Ceuta,,Porcentaje,,,,
EOATR,2006,EOT5788,"Navarra, Comunidad Foral de",Viajero,,,Andalucía,,Porcentaje,,,,
EOATR,2006,EOT5883,"Navarra, Comunidad Foral de",Viajero,,,País Vasco,,Porcentaje,,,,
EOATR,2006,EOT5897,"Navarra, Comunidad Foral de",Pernoctaciones,,,Extremadura,,Porcentaje,,,,
EOATR,2006,EOT5898,"Navarra, Comunidad Foral de",Pernoctaciones,,,Galicia,,Porcentaje,,,,
EOATR,2006,EOT7414,"Rioja, La",Pernoctaciones,,,"Rioja, La",,Porcentaje,,,,
EOATR,2006,EOT21109,Melilla,Viajero,,,Comunitat Valenciana,,Porcentaje,,,,
EOATR,2006,EOT6249,"Asturias, Principado de",Viajero,,,"Asturias, Principado de",,Porcentaje,,,,
EOATR,2006,EOT6712,"Balears, Illes",Viajero,,,Aragón,,Porcentaje,,,,
EOATR,2006,EOT6743,"Balears, Illes",Pernoctaciones,,,"Murcia, Región de",,Porcentaje,,,,
EOATR,2006,EOT6108,Cantabria,Viajero,,,"Madrid, Comunidad de",,Porcentaje,,,,
EOATR,2006,EOT6112,Cantabria,Viajero,,,"Rioja, La",,Porcentaje,,,,
EOATR,2006,EOT6661,Castilla y León,Pernoctaciones,,,Galicia,,Porcentaje,,,,
EOATR,2006,EOT6401,Comunitat Valenciana,Viajero,,,"Asturias, Principado de",,Porcentaje,,,,
EOATR,2006,EOT6495,Comunitat Valenciana,Viajero,,,"Madrid, Comunidad de",,Porcentaje,,,,
EOATR,2006,EOT5949,Galicia,Viajero,,,Castilla y León,,Porcentaje,,,,
EOATR,2006,EOT5959,Galicia,Viajero,,,"Rioja, La",,Porcentaje,,,,
EOATR,2006,EOT6409,"Madrid, Comunidad de",Viajero,,,Total Nacional,,Porcentaje,,,,
EOATR,2006,EOT6422,"Madrid, Comunidad de",Viajero,,,"Madrid, Comunidad de",,Porcentaje,,,,
EOATR,2006,EOT6896,"Murcia, Región de",Viajero,,,Extremadura,,Porcentaje,,,,
EOATR,2006,EOT6900,"Murcia, Región de",Viajero,,,"Navarra, Comunidad Foral de",,Porcentaje,,,,
EOATR,2006,EOT6909,"Murcia, Región de",Pernoctaciones,,,Canarias,,Porcentaje,,,,
EOATR,2006,EOT6980,"Murcia, Región de",Pernoctaciones,,,"Madrid, Comunidad de",,Porcentaje,,,,
EOATR,2006,EOT5790,"Navarra, Comunidad Foral de",Viajero,,,"Asturias, Principado de",,Porcentaje,,,,
EOATR,2006,EOT5882,"Navarra, Comunidad Foral de",Viajero,,,"Navarra, Comunidad Foral de",,Porcentaje,,,,
EOATR,2006,EOT5893,"Navarra, Comunidad Foral de",Pernoctaciones,,,Castilla y León,,Porcentaje,,,,
EOATR,2006,EOT5895,"Navarra, Comunidad Foral de",Pernoctaciones,,,Cataluña,,Porcentaje,,,,
EOATR,2006,EOT5903,"Navarra, Comunidad Foral de",Pernoctaciones,,,"Rioja, La",,Porcentaje,,,,
EOATR,2006,EOT7388,"Rioja, La",Viajero,,,Comunitat Valenciana,,Porcentaje,,,,
EOATR,2006,EOT21037,"Rioja, La",Viajero,,,Ceuta,,Porcentaje,,,,
EOATR,2006,EOT21038,"Rioja, La",Viajero,,,Melilla,,Porcentaje,,,,
EOATR,2006,EOT21084,Ceuta,Pernoctaciones,,,Canarias,,Porcentaje,,,,
EOATR,2006,EOT21108,Melilla,Viajero,,,Cataluña,,Porcentaje,,,,
EOATR,2006,EOT21112,Melilla,Viajero,,,"Madrid, Comunidad de",,Porcentaje,,,,
EOATR,2006,EOT21129,Melilla,Pernoctaciones,,,Comunitat Valenciana,,Porcentaje,,,,
EOATR,2006,EOT6435,"Madrid, Comunidad de",Pernoctaciones,,,Castilla y León,,Porcentaje,,,,
EOATR,2006,EOT5890,"Navarra, Comunidad Foral de",Pernoctaciones,,,"Balears, Illes",,Porcentaje,,,,
EOATR,2006,EOT21106,Melilla,Viajero,,,Castilla y León,,Porcentaje,,,,
EOATR,2006,EOT6258,"Asturias, Principado de",Viajero,,,Galicia,,Porcentaje,,,,
EOATR,2006,EOT20517,"Balears, Illes",Viajero,,,Ceuta,,Porcentaje,,,,
EOATR,2006,EOT6736,"Balears, Illes",Pernoctaciones,,,Castilla y León,,Porcentaje,,,,
EOATR,2006,EOT7130,Canarias,Viajero,,,Castilla y León,,Porcentaje,,,,
EOATR,2006,EOT5731,Canarias,Pernoctaciones,,,País Vasco,,Porcentaje,,,,
EOATR,2006,EOT6199,Cantabria,Pernoctaciones,,,Comunitat Valenciana,,Porcentaje,,,,
EOATR,2006,EOT6571,Castilla y León,Viajero,,,"Murcia, Región de",,Porcentaje,,,,
EOATR,2006,EOT6578,Castilla y León,Pernoctaciones,,,Aragón,,Porcentaje,,,,
EOATR,2006,EOT7034,Castilla - La Mancha,Viajero,,,Canarias,,Porcentaje,,,,
EOATR,2006,EOT7037,Castilla - La Mancha,Viajero,,,Castilla - La Mancha,,Porcentaje,,,,
EOATR,2006,EOT7039,Castilla - La Mancha,Viajero,,,Comunitat Valenciana,,Porcentaje,,,,
EOATR,2006,EOT7049,Castilla - La Mancha,Pernoctaciones,,,Andalucía,,Porcentaje,,,,
EOATR,2006,EOT6035,Cataluña,Viajero,,,"Madrid, Comunidad de",,Porcentaje,,,,
EOATR,2006,EOT6037,Cataluña,Viajero,,,"Navarra, Comunidad Foral de",,Porcentaje,,,,
EOATR,2006,EOT6055,Cataluña,Pernoctaciones,,,"Murcia, Región de",,Porcentaje,,,,
EOATR,2006,EOT6506,Comunitat Valenciana,Pernoctaciones,,,Canarias,,Porcentaje,,,,
EOATR,2006,EOT6882,Extremadura,Viajero,,,Galicia,,Porcentaje,,,,
EOATR,2006,EOT6968,Extremadura,Pernoctaciones,,,Castilla y León,,Porcentaje,,,,
EOATR,2006,EOT5953,Galicia,Viajero,,,Extremadura,,Porcentaje,,,,
EOATR,2006,EOT5954,Galicia,Viajero,,,Galicia,,Porcentaje,,,,
EOATR,2006,EOT6412,"Madrid, Comunidad de",Viajero,,,"Asturias, Principado de",,Porcentaje,,,,
EOATR,2006,EOT6430,"Madrid, Comunidad de",Pernoctaciones,,,Aragón,,Porcentaje,,,,
EOATR,2006,EOT6897,"Murcia, Región de",Viajero,,,Galicia,,Porcentaje,,,,
EOATR,2006,EOT20938,"Murcia, Región de",Pernoctaciones,,,Melilla,,Porcentaje,,,,
EOATR,2006,EOT5791,"Navarra, Comunidad Foral de",Viajero,,,"Balears, Illes",,Porcentaje,,,,
EOATR,2006,EOT5796,"Navarra, Comunidad Foral de",Viajero,,,Cataluña,,Porcentaje,,,,
EOATR,2006,EOT5878,"Navarra, Comunidad Foral de",Viajero,,,Extremadura,,Porcentaje,,,,
EOATR,2006,EOT5892,"Navarra, Comunidad Foral de",Pernoctaciones,,,Cantabria,,Porcentaje,,,,
EOATR,2006,EOT7277,País Vasco,Viajero,,,"Madrid, Comunidad de",,Porcentaje,,,,
EOATR,2006,EOT7293,País Vasco,Pernoctaciones,,,Comunitat Valenciana,,Porcentaje,,,,
EOATR,2006,EOT21058,"Rioja, La",Pernoctaciones,,,Melilla,,Porcentaje,,,,
EOATR,2006,EOT6359,"Asturias, Principado de",Pernoctaciones,,,Galicia,,Porcentaje,,,,
EOATR,2006,EOT5726,Canarias,Pernoctaciones,,,Extremadura,,Porcentaje,,,,
EOATR,2006,EOT6565,Castilla y León,Viajero,,,Castilla - La Mancha,,Porcentaje,,,,
EOATR,2006,EOT7031,Castilla - La Mancha,Viajero,,,Aragón,,Porcentaje,,,,
EOATR,2006,EOT7045,Castilla - La Mancha,Viajero,,,País Vasco,,Porcentaje,,,,
EOATR,2006,EOT6406,Comunitat Valenciana,Viajero,,,Castilla - La Mancha,,Porcentaje,,,,
EOATR,2006,EOT6498,Comunitat Valenciana,Viajero,,,País Vasco,,Porcentaje,,,,
EOATR,2006,EOT20758,Comunitat Valenciana,Viajero,,,Melilla,,Porcentaje,,,,
EOATR,2006,EOT6877,Extremadura,Viajero,,,Castilla y León,,Porcentaje,,,,
EOATR,2006,EOT5944,Galicia,Viajero,,,Aragón,,Porcentaje,,,,
EOATR,2006,EOT6065,Galicia,Pernoctaciones,,,Extremadura,,Porcentaje,,,,
EOATR,2006,EOT20897,"Madrid, Comunidad de",Pernoctaciones,,,Ceuta,,Porcentaje,,,,
