FAMILIA,TABLA,COD,COMUNIDADES_Y_CIUDADES_AUTONOMAS,CONCEPTO_TURISTICO,PROVINCIAS,PUNTOS_TURISTICOS,RESIDENCIA_ORIGEN,TIPO_DE_CATEGORIA,TIPO_DE_DATO,TIPO_DE_ESTABLECIMIENTO,TOTALES_TERRITORIALES,TOTAL_NACIONAL,ZONAS_TURISTICAS
EOH,2066,EOT59,,Grado de ocupación por habitaciones,,,,Total categorías,Dato,,Total Nacional,,
EOH,2066,EOT24520,Andalucía,Número de habitaciones estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT77,,Grado de ocupación por habitaciones,Cádiz,,,Total categorías,Dato,,,,
EOH,2066,EOT78,,Personal empleado,Cádiz,,,Total categorías,Dato,,,,
EOH,2066,EOT24499,,Número de habitaciones estimadas,Córdoba,,,Total categorías,Dato,,,,
EOH,2066,EOT81,,Grado de ocupación por plazas,Córdoba,,,Total categorías,Dato,,,,
EOH,2066,EOT84,,Personal empleado,Córdoba,,,Total categorías,Dato,,,,
EOH,2066,EOT88,,Grado de ocupación por plazas en fin de semana,Granada,,,Total categorías,Dato,,,,
EOH,2066,EOT109,,Número de establecimientos abiertos estimados,Sevilla,,,Total categorías,Dato,,,,
EOH,2066,EOT24494,,Número de habitaciones estimadas,Sevilla,,,Total categorías,Dato,,,,
EOH,2066,EOT111,,Grado de ocupación por plazas,Sevilla,,,Total categorías,Dato,,,,
EOH,2066,EOT158,,Número de plazas estimadas,"Palmas, Las",,,Total categorías,Dato,,,,
EOH,2066,EOT165,,Grado de ocupación por plazas,Santa Cruz de Tenerife,,,Total categorías,Dato,,,,
EOH,2066,EOT252,,Personal empleado,Ciudad Real,,,Total categorías,Dato,,,,
EOH,2066,EOT24500,,Número de habitaciones estimadas,Cádiz,,,Total categorías,Dato,,,,
EOH,2066,EOT89,,Grado de ocupación por habitaciones,Granada,,,Total categorías,Dato,,,,
EOH,2066,EOT90,,Personal empleado,Granada,,,Total categorías,Dato,,,,
EOH,2066,EOT24495,,Número de habitaciones estimadas,Málaga,,,Total categorías,Dato,,,,
EOH,2066,EOT108,,Personal empleado,Málaga,,,Total categorías,Dato,,,,
EOH,2066,EOT113,,Grado de ocupación por habitaciones,Sevilla,,,Total categorías,Dato,,,,
EOH,2066,EOT118,Aragón,Grado de ocupación por plazas en fin de semana,,,,Total categorías,Dato,,,,
EOH,2066,EOT137,,Grado de ocupación por habitaciones,Zaragoza,,,Total categorías,Dato,,,,
EOH,2066,EOT138,,Personal empleado,Zaragoza,,,Total categorías,Dato,,,,
EOH,2066,EOT139,"Asturias, Principado de",Número de establecimientos abiertos estimados,,,,Total categorías,Dato,,,,
EOH,2066,EOT148,"Balears, Illes",Grado de ocupación por plazas en fin de semana,,,,Total categorías,Dato,,,,
EOH,2066,EOT24516,Canarias,Número de habitaciones estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT24490,,Número de habitaciones estimadas,"Palmas, Las",,,Total categorías,Dato,,,,
EOH,2066,EOT162,,Personal empleado,"Palmas, Las",,,Total categorías,Dato,,,,
EOH,2066,EOT163,,Número de establecimientos abiertos estimados,Santa Cruz de Tenerife,,,Total categorías,Dato,,,,
EOH,2066,EOT176,Castilla y León,Número de plazas estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT24481,,Número de habitaciones estimadas,Valladolid,,,Total categorías,Dato,,,,
EOH,2066,EOT238,Castilla - La Mancha,Grado de ocupación por plazas en fin de semana,,,,Total categorías,Dato,,,,
EOH,2066,EOT311,,Grado de ocupación por habitaciones,Alicante/Alacant,,,Total categorías,Dato,,,,
EOH,2066,EOT24468,,Número de habitaciones estimadas,Valencia/València,,,Total categorías,Dato,,,,
EOH,2066,EOT126,,Personal empleado,Huesca,,,Total categorías,Dato,,,,
EOH,2066,EOT156,Canarias,Personal empleado,,,,Total categorías,Dato,,,,
EOH,2066,EOT168,,Personal empleado,Santa Cruz de Tenerife,,,Total categorías,Dato,,,,
EOH,2066,EOT180,Castilla y León,Personal empleado,,,,Total categorías,Dato,,,,
EOH,2066,EOT184,,Grado de ocupación por plazas en fin de semana,Ávila,,,Total categorías,Dato,,,,
EOH,2066,EOT189,,Grado de ocupación por plazas,Burgos,,,Total categorías,Dato,,,,
EOH,2066,EOT195,,Grado de ocupación por plazas,León,,,Total categorías,Dato,,,,
EOH,2066,EOT203,,Grado de ocupación por habitaciones,Palencia,,,Total categorías,Dato,,,,
EOH,2066,EOT221,,Grado de ocupación por habitaciones,Soria,,,Total categorías,Dato,,,,
EOH,2066,EOT226,,Grado de ocupación por plazas en fin de semana,Valladolid,,,Total categorías,Dato,,,,
EOH,2066,EOT239,Castilla - La Mancha,Grado de ocupación por habitaciones,,,,Total categorías,Dato,,,,
EOH,2066,EOT241,,Número de establecimientos abiertos estimados,Albacete,,,Total categorías,Dato,,,,
EOH,2066,EOT248,,Número de plazas estimadas,Ciudad Real,,,Total categorías,Dato,,,,
EOH,2066,EOT283,,Número de establecimientos abiertos estimados,Girona,,,Total categorías,Dato,,,,
EOH,2066,EOT321,,Grado de ocupación por plazas,Valencia/València,,,Total categorías,Dato,,,,
EOH,2066,EOT307,,Número de establecimientos abiertos estimados,Alicante/Alacant,,,Total categorías,Dato,,,,
EOH,2066,EOT24469,,Número de habitaciones estimadas,Castellón/Castelló,,,Total categorías,Dato,,,,
EOH,2066,EOT317,,Grado de ocupación por habitaciones,Castellón/Castelló,,,Total categorías,Dato,,,,
EOH,2066,EOT339,,Grado de ocupación por plazas,Cáceres,,,Total categorías,Dato,,,,
EOH,2066,EOT24465,,Número de habitaciones estimadas,"Coruña, A",,,Total categorías,Dato,,,,
EOH,2066,EOT24460,,Número de habitaciones estimadas,Bizkaia,,,Total categorías,Dato,,,,
EOH,2066,EOT97,,Número de establecimientos abiertos estimados,Jaén,,,Total categorías,Dato,,,,
EOH,2066,EOT122,,Número de plazas estimadas,Huesca,,,Total categorías,Dato,,,,
EOH,2066,EOT193,,Número de establecimientos abiertos estimados,León,,,Total categorías,Dato,,,,
EOH,2066,EOT274,Cataluña,Grado de ocupación por plazas en fin de semana,,,,Total categorías,Dato,,,,
EOH,2066,EOT24472,,Número de habitaciones estimadas,Lleida,,,Total categorías,Dato,,,,
EOH,2066,EOT141,"Asturias, Principado de",Grado de ocupación por plazas,,,,Total categorías,Dato,,,,
EOH,2066,EOT24514,Castilla y León,Número de habitaciones estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT205,,Número de establecimientos abiertos estimados,Salamanca,,,Total categorías,Dato,,,,
EOH,2066,EOT220,,Grado de ocupación por plazas en fin de semana,Soria,,,Total categorías,Dato,,,,
EOH,2066,EOT225,,Grado de ocupación por plazas,Valladolid,,,Total categorías,Dato,,,,
EOH,2066,EOT24480,,Número de habitaciones estimadas,Zamora,,,Total categorías,Dato,,,,
EOH,2066,EOT236,Castilla - La Mancha,Número de plazas estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT237,Castilla - La Mancha,Grado de ocupación por plazas,,,,Total categorías,Dato,,,,
EOH,2066,EOT24477,,Número de habitaciones estimadas,Cuenca,,,Total categorías,Dato,,,,
EOH,2066,EOT258,,Personal empleado,Cuenca,,,Total categorías,Dato,,,,
EOH,2066,EOT24475,,Número de habitaciones estimadas,Toledo,,,Total categorías,Dato,,,,
EOH,2066,EOT273,Cataluña,Grado de ocupación por plazas,,,,Total categorías,Dato,,,,
EOH,2066,EOT24474,,Número de habitaciones estimadas,Barcelona,,,Total categorías,Dato,,,,
EOH,2066,EOT278,,Número de plazas estimadas,Barcelona,,,Total categorías,Dato,,,,
EOH,2066,EOT286,,Grado de ocupación por plazas en fin de semana,Girona,,,Total categorías,Dato,,,,
EOH,2066,EOT298,,Grado de ocupación por plazas en fin de semana,Tarragona,,,Total categorías,Dato,,,,
EOH,2066,EOT299,,Grado de ocupación por habitaciones,Tarragona,,,Total categorías,Dato,,,,
EOH,2066,EOT318,,Personal empleado,Castellón/Castelló,,,Total categorías,Dato,,,,
EOH,2066,EOT128,,Número de plazas estimadas,Teruel,,,Total categorías,Dato,,,,
EOH,2066,EOT172,Cantabria,Grado de ocupación por plazas en fin de semana,,,,Total categorías,Dato,,,,
EOH,2066,EOT219,,Grado de ocupación por plazas,Soria,,,Total categorías,Dato,,,,
EOH,2066,EOT309,,Grado de ocupación por plazas,Alicante/Alacant,,,Total categorías,Dato,,,,
EOH,2066,EOT324,,Personal empleado,Valencia/València,,,Total categorías,Dato,,,,
EOH,2066,EOT334,,Grado de ocupación por plazas en fin de semana,Badajoz,,,Total categorías,Dato,,,,
EOH,2066,EOT337,,Número de establecimientos abiertos estimados,Cáceres,,,Total categorías,Dato,,,,
EOH,2066,EOT24509,Galicia,Número de habitaciones estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT344,Galicia,Número de plazas estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT348,Galicia,Personal empleado,,,,Total categorías,Dato,,,,
EOH,2066,EOT349,,Número de establecimientos abiertos estimados,"Coruña, A",,,Total categorías,Dato,,,,
EOH,2066,EOT359,,Grado de ocupación por habitaciones,Lugo,,,Total categorías,Dato,,,,
EOH,2066,EOT377,"Madrid, Comunidad de",Grado de ocupación por habitaciones,,,,Total categorías,Dato,,,,
EOH,2066,EOT379,"Murcia, Región de",Número de establecimientos abiertos estimados,,,,Total categorías,Dato,,,,
EOH,2066,EOT384,"Murcia, Región de",Personal empleado,,,,Total categorías,Dato,,,,
EOH,2066,EOT388,"Navarra, Comunidad Foral de",Grado de ocupación por plazas en fin de semana,,,,Total categorías,Dato,,,,
EOH,2066,EOT400,,Grado de ocupación por plazas en fin de semana,Araba/Álava,,,Total categorías,Dato,,,,
EOH,2066,EOT413,,Grado de ocupación por habitaciones,Bizkaia,,,Total categorías,Dato,,,,
EOH,2066,EOT24459,,Número de habitaciones estimadas,Gipuzkoa,,,Total categorías,Dato,,,,
EOH,2066,EOT406,,Grado de ocupación por plazas en fin de semana,Gipuzkoa,,,Total categorías,Dato,,,,
EOH,2066,EOT418,"Rioja, La",Grado de ocupación por plazas en fin de semana,,,,Total categorías,Dato,,,,
EOH,2066,EOT420,"Rioja, La",Personal empleado,,,,Total categorías,Dato,,,,
EOH,2066,EOT421,Ceuta,Número de establecimientos abiertos estimados,,,,Total categorías,Dato,,,,
EOH,2066,EOT424,Ceuta,Grado de ocupación por plazas en fin de semana,,,,Total categorías,Dato,,,,
EOH,2066,EOT432,Melilla,Personal empleado,,,,Total categorías,Dato,,,,
EOH,2066,EOT142,"Asturias, Principado de",Grado de ocupación por plazas en fin de semana,,,,Total categorías,Dato,,,,
EOH,2066,EOT251,,Grado de ocupación por habitaciones,Ciudad Real,,,Total categorías,Dato,,,,
EOH,2066,EOT262,,Grado de ocupación por plazas en fin de semana,Guadalajara,,,Total categorías,Dato,,,,
EOH,2066,EOT263,,Grado de ocupación por habitaciones,Guadalajara,,,Total categorías,Dato,,,,
EOH,2066,EOT289,,Número de establecimientos abiertos estimados,Lleida,,,Total categorías,Dato,,,,
EOH,2066,EOT325,Extremadura,Número de establecimientos abiertos estimados,,,,Total categorías,Dato,,,,
EOH,2066,EOT336,,Personal empleado,Badajoz,,,Total categorías,Dato,,,,
EOH,2066,EOT367,,Número de establecimientos abiertos estimados,Pontevedra,,,Total categorías,Dato,,,,
EOH,2066,EOT390,"Navarra, Comunidad Foral de",Personal empleado,,,,Total categorías,Dato,,,,
EOH,2066,EOT392,País Vasco,Número de plazas estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT403,,Número de establecimientos abiertos estimados,Gipuzkoa,,,Total categorías,Dato,,,,
EOH,2066,EOT416,"Rioja, La",Número de plazas estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT429,Melilla,Grado de ocupación por plazas,,,,Total categorías,Dato,,,,
EOH,2066,EOT271,Cataluña,Número de establecimientos abiertos estimados,,,,Total categorías,Dato,,,,
EOH,2066,EOT57,,Grado de ocupación por plazas,,,,Total categorías,Dato,,Total Nacional,,
EOH,2066,EOT60,,Personal empleado,,,,Total categorías,Dato,,Total Nacional,,
EOH,2066,EOT65,Andalucía,Grado de ocupación por habitaciones,,,,Total categorías,Dato,,,,
EOH,2066,EOT24501,,Número de habitaciones estimadas,Almería,,,Total categorías,Dato,,,,
EOH,2066,EOT71,,Grado de ocupación por habitaciones,Almería,,,Total categorías,Dato,,,,
EOH,2066,EOT72,,Personal empleado,Almería,,,Total categorías,Dato,,,,
EOH,2066,EOT74,,Número de plazas estimadas,Cádiz,,,Total categorías,Dato,,,,
EOH,2066,EOT75,,Grado de ocupación por plazas,Cádiz,,,Total categorías,Dato,,,,
EOH,2066,EOT80,,Número de plazas estimadas,Córdoba,,,Total categorías,Dato,,,,
EOH,2066,EOT87,,Grado de ocupación por plazas,Granada,,,Total categorías,Dato,,,,
EOH,2066,EOT24518,"Asturias, Principado de",Número de habitaciones estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT140,"Asturias, Principado de",Número de plazas estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT177,Castilla y León,Grado de ocupación por plazas,,,,Total categorías,Dato,,,,
EOH,2066,EOT95,,Grado de ocupación por habitaciones,Huelva,,,Total categorías,Dato,,,,
EOH,2066,EOT24496,,Número de habitaciones estimadas,Jaén,,,Total categorías,Dato,,,,
EOH,2066,EOT99,,Grado de ocupación por plazas,Jaén,,,Total categorías,Dato,,,,
EOH,2066,EOT173,Cantabria,Grado de ocupación por habitaciones,,,,Total categorías,Dato,,,,
EOH,2066,EOT175,Castilla y León,Número de establecimientos abiertos estimados,,,,Total categorías,Dato,,,,
EOH,2066,EOT191,,Grado de ocupación por habitaciones,Burgos,,,Total categorías,Dato,,,,
EOH,2066,EOT197,,Grado de ocupación por habitaciones,León,,,Total categorías,Dato,,,,
EOH,2066,EOT202,,Grado de ocupación por plazas en fin de semana,Palencia,,,Total categorías,Dato,,,,
EOH,2066,EOT213,,Grado de ocupación por plazas,Segovia,,,Total categorías,Dato,,,,
EOH,2066,EOT214,,Grado de ocupación por plazas en fin de semana,Segovia,,,Total categorías,Dato,,,,
EOH,2066,EOT215,,Grado de ocupación por habitaciones,Segovia,,,Total categorías,Dato,,,,
EOH,2066,EOT24482,,Número de habitaciones estimadas,Soria,,,Total categorías,Dato,,,,
EOH,2066,EOT295,,Número de establecimientos abiertos estimados,Tarragona,,,Total categorías,Dato,,,,
EOH,2066,EOT320,,Número de plazas estimadas,Valencia/València,,,Total categorías,Dato,,,,
EOH,2066,EOT133,,Número de establecimientos abiertos estimados,Zaragoza,,,Total categorías,Dato,,,,
EOH,2066,EOT24491,,Número de habitaciones estimadas,Zaragoza,,,Total categorías,Dato,,,,
EOH,2066,EOT146,"Balears, Illes",Número de plazas estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT185,,Grado de ocupación por habitaciones,Ávila,,,Total categorías,Dato,,,,
EOH,2066,EOT256,,Grado de ocupación por plazas en fin de semana,Cuenca,,,Total categorías,Dato,,,,
EOH,2066,EOT279,,Grado de ocupación por plazas,Barcelona,,,Total categorías,Dato,,,,
EOH,2066,EOT24470,,Número de habitaciones estimadas,Alicante/Alacant,,,Total categorías,Dato,,,,
EOH,2066,EOT253,,Número de establecimientos abiertos estimados,Cuenca,,,Total categorías,Dato,,,,
EOH,2066,EOT266,,Número de plazas estimadas,Toledo,,,Total categorías,Dato,,,,
EOH,2066,EOT267,,Grado de ocupación por plazas,Toledo,,,Total categorías,Dato,,,,
EOH,2066,EOT272,Cataluña,Número de plazas estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT282,,Personal empleado,Barcelona,,,Total categorías,Dato,,,,
EOH,2066,EOT301,Comunitat Valenciana,Número de establecimientos abiertos estimados,,,,Total categorías,Dato,,,,
EOH,2066,EOT24510,Extremadura,Número de habitaciones estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT350,,Número de plazas estimadas,"Coruña, A",,,Total categorías,Dato,,,,
EOH,2066,EOT352,,Grado de ocupación por plazas en fin de semana,"Coruña, A",,,Total categorías,Dato,,,,
EOH,2066,EOT364,,Grado de ocupación por plazas en fin de semana,Ourense,,,Total categorías,Dato,,,,
EOH,2066,EOT383,"Murcia, Región de",Grado de ocupación por habitaciones,,,,Total categorías,Dato,,,,
EOH,2066,EOT412,,Grado de ocupación por plazas en fin de semana,Bizkaia,,,Total categorías,Dato,,,,
EOH,2066,EOT417,"Rioja, La",Grado de ocupación por plazas,,,,Total categorías,Dato,,,,
EOH,2066,EOT425,Ceuta,Grado de ocupación por habitaciones,,,,Total categorías,Dato,,,,
EOH,2066,EOT426,Ceuta,Personal empleado,,,,Total categorías,Dato,,,,
EOH,2066,EOT430,Melilla,Grado de ocupación por plazas en fin de semana,,,,Total categorías,Dato,,,,
EOH,2066,EOT105,,Grado de ocupación por plazas,Málaga,,,Total categorías,Dato,,,,
EOH,2066,EOT116,Aragón,Número de plazas estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT231,,Grado de ocupación por plazas,Zamora,,,Total categorías,Dato,,,,
EOH,2066,EOT123,,Grado de ocupación por plazas,Huesca,,,Total categorías,Dato,,,,
EOH,2066,EOT132,,Personal empleado,Teruel,,,Total categorías,Dato,,,,
EOH,2066,EOT134,,Número de plazas estimadas,Zaragoza,,,Total categorías,Dato,,,,
EOH,2066,EOT171,Cantabria,Grado de ocupación por plazas,,,,Total categorías,Dato,,,,
EOH,2066,EOT179,Castilla y León,Grado de ocupación por habitaciones,,,,Total categorías,Dato,,,,
EOH,2066,EOT247,,Número de establecimientos abiertos estimados,Ciudad Real,,,Total categorías,Dato,,,,
EOH,2066,EOT130,,Grado de ocupación por plazas en fin de semana,Teruel,,,Total categorías,Dato,,,,
EOH,2066,EOT136,,Grado de ocupación por plazas en fin de semana,Zaragoza,,,Total categorías,Dato,,,,
EOH,2066,EOT170,Cantabria,Número de plazas estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT24486,,Número de habitaciones estimadas,León,,,Total categorías,Dato,,,,
EOH,2066,EOT24484,,Número de habitaciones estimadas,Salamanca,,,Total categorías,Dato,,,,
EOH,2066,EOT212,,Número de plazas estimadas,Segovia,,,Total categorías,Dato,,,,
EOH,2066,EOT222,,Personal empleado,Soria,,,Total categorías,Dato,,,,
EOH,2066,EOT223,,Número de establecimientos abiertos estimados,Valladolid,,,Total categorías,Dato,,,,
EOH,2066,EOT232,,Grado de ocupación por plazas en fin de semana,Zamora,,,Total categorías,Dato,,,,
EOH,2066,EOT257,,Grado de ocupación por habitaciones,Cuenca,,,Total categorías,Dato,,,,
EOH,2066,EOT269,,Grado de ocupación por habitaciones,Toledo,,,Total categorías,Dato,,,,
EOH,2066,EOT275,Cataluña,Grado de ocupación por habitaciones,,,,Total categorías,Dato,,,,
EOH,2066,EOT294,,Personal empleado,Lleida,,,Total categorías,Dato,,,,
EOH,2066,EOT322,,Grado de ocupación por plazas en fin de semana,Valencia/València,,,Total categorías,Dato,,,,
EOH,2066,EOT327,Extremadura,Grado de ocupación por plazas,,,,Total categorías,Dato,,,,
EOH,2066,EOT355,,Número de establecimientos abiertos estimados,Lugo,,,Total categorías,Dato,,,,
EOH,2066,EOT360,,Personal empleado,Lugo,,,Total categorías,Dato,,,,
EOH,2066,EOT24462,,Número de habitaciones estimadas,Pontevedra,,,Total categorías,Dato,,,,
EOH,2066,EOT370,,Grado de ocupación por plazas en fin de semana,Pontevedra,,,Total categorías,Dato,,,,
EOH,2066,EOT373,"Madrid, Comunidad de",Número de establecimientos abiertos estimados,,,,Total categorías,Dato,,,,
EOH,2066,EOT24508,"Madrid, Comunidad de",Número de habitaciones estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT24507,"Murcia, Región de",Número de habitaciones estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT380,"Murcia, Región de",Número de plazas estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT389,"Navarra, Comunidad Foral de",Grado de ocupación por habitaciones,,,,Total categorías,Dato,,,,
EOH,2066,EOT396,País Vasco,Personal empleado,,,,Total categorías,Dato,,,,
EOH,2066,EOT409,,Número de establecimientos abiertos estimados,Bizkaia,,,Total categorías,Dato,,,,
EOH,2066,EOT410,,Número de plazas estimadas,Bizkaia,,,Total categorías,Dato,,,,
EOH,2066,EOT411,,Grado de ocupación por plazas,Bizkaia,,,Total categorías,Dato,,,,
EOH,2066,EOT427,Melilla,Número de establecimientos abiertos estimados,,,,Total categorías,Dato,,,,
EOH,2066,EOT428,Melilla,Número de plazas estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT431,Melilla,Grado de ocupación por habitaciones,,,,Total categorías,Dato,,,,
EOH,2066,EOT422,Ceuta,Número de plazas estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT245,,Grado de ocupación por habitaciones,Albacete,,,Total categorías,Dato,,,,
EOH,2066,EOT270,,Personal empleado,Toledo,,,Total categorías,Dato,,,,
EOH,2066,EOT24511,Comunitat Valenciana,Número de habitaciones estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT323,,Grado de ocupación por habitaciones,Valencia/València,,,Total categorías,Dato,,,,
EOH,2066,EOT353,,Grado de ocupación por habitaciones,"Coruña, A",,,Total categorías,Dato,,,,
EOH,2066,EOT372,,Personal empleado,Pontevedra,,,Total categorías,Dato,,,,
EOH,2066,EOT386,"Navarra, Comunidad Foral de",Número de plazas estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT391,País Vasco,Número de establecimientos abiertos estimados,,,,Total categorías,Dato,,,,
EOH,2066,EOT24503,Ceuta,Número de habitaciones estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT314,,Número de plazas estimadas,Castellón/Castelló,,,Total categorías,Dato,,,,
EOH,2066,EOT332,,Número de plazas estimadas,Badajoz,,,Total categorías,Dato,,,,
EOH,2066,EOT414,,Personal empleado,Bizkaia,,,Total categorías,Dato,,,,
EOH,2066,EOT423,Ceuta,Grado de ocupación por plazas,,,,Total categorías,Dato,,,,
EOH,2066,EOT24458,,Número de habitaciones estimadas,,,,Total categorías,Dato,,Total Nacional,,
EOH,2066,EOT58,,Grado de ocupación por plazas en fin de semana,,,,Total categorías,Dato,,Total Nacional,,
EOH,2066,EOT61,Andalucía,Número de establecimientos abiertos estimados,,,,Total categorías,Dato,,,,
EOH,2066,EOT63,Andalucía,Grado de ocupación por plazas,,,,Total categorías,Dato,,,,
EOH,2066,EOT68,,Número de plazas estimadas,Almería,,,Total categorías,Dato,,,,
EOH,2066,EOT86,,Número de plazas estimadas,Granada,,,Total categorías,Dato,,,,
EOH,2066,EOT92,,Número de plazas estimadas,Huelva,,,Total categorías,Dato,,,,
EOH,2066,EOT94,,Grado de ocupación por plazas en fin de semana,Huelva,,,Total categorías,Dato,,,,
EOH,2066,EOT102,,Personal empleado,Jaén,,,Total categorías,Dato,,,,
EOH,2066,EOT106,,Grado de ocupación por plazas en fin de semana,Málaga,,,Total categorías,Dato,,,,
EOH,2066,EOT127,,Número de establecimientos abiertos estimados,Teruel,,,Total categorías,Dato,,,,
EOH,2066,EOT147,"Balears, Illes",Grado de ocupación por plazas,,,,Total categorías,Dato,,,,
EOH,2066,EOT160,,Grado de ocupación por plazas en fin de semana,"Palmas, Las",,,Total categorías,Dato,,,,
EOH,2066,EOT169,Cantabria,Número de establecimientos abiertos estimados,,,,Total categorías,Dato,,,,
EOH,2066,EOT178,Castilla y León,Grado de ocupación por plazas en fin de semana,,,,Total categorías,Dato,,,,
EOH,2066,EOT183,,Grado de ocupación por plazas,Ávila,,,Total categorías,Dato,,,,
EOH,2066,EOT66,Andalucía,Personal empleado,,,,Total categorías,Dato,,,,
EOH,2066,EOT79,,Número de establecimientos abiertos estimados,Córdoba,,,Total categorías,Dato,,,,
EOH,2066,EOT93,,Grado de ocupación por plazas,Huelva,,,Total categorías,Dato,,,,
EOH,2066,EOT100,,Grado de ocupación por plazas en fin de semana,Jaén,,,Total categorías,Dato,,,,
EOH,2066,EOT112,,Grado de ocupación por plazas en fin de semana,Sevilla,,,Total categorías,Dato,,,,
EOH,2066,EOT114,,Personal empleado,Sevilla,,,Total categorías,Dato,,,,
EOH,2066,EOT115,Aragón,Número de establecimientos abiertos estimados,,,,Total categorías,Dato,,,,
EOH,2066,EOT24493,,Número de habitaciones estimadas,Huesca,,,Total categorías,Dato,,,,
EOH,2066,EOT125,,Grado de ocupación por habitaciones,Huesca,,,Total categorías,Dato,,,,
EOH,2066,EOT143,"Asturias, Principado de",Grado de ocupación por habitaciones,,,,Total categorías,Dato,,,,
EOH,2066,EOT144,"Asturias, Principado de",Personal empleado,,,,Total categorías,Dato,,,,
EOH,2066,EOT151,Canarias,Número de establecimientos abiertos estimados,,,,Total categorías,Dato,,,,
EOH,2066,EOT161,,Grado de ocupación por habitaciones,"Palmas, Las",,,Total categorías,Dato,,,,
EOH,2066,EOT167,,Grado de ocupación por habitaciones,Santa Cruz de Tenerife,,,Total categorías,Dato,,,,
EOH,2066,EOT186,,Personal empleado,Ávila,,,Total categorías,Dato,,,,
EOH,2066,EOT204,,Personal empleado,Palencia,,,Total categorías,Dato,,,,
EOH,2066,EOT24483,,Número de habitaciones estimadas,Segovia,,,Total categorías,Dato,,,,
EOH,2066,EOT297,,Grado de ocupación por plazas,Tarragona,,,Total categorías,Dato,,,,
EOH,2066,EOT101,,Grado de ocupación por habitaciones,Jaén,,,Total categorías,Dato,,,,
EOH,2066,EOT24519,Aragón,Número de habitaciones estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT152,Canarias,Número de plazas estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT154,Canarias,Grado de ocupación por plazas en fin de semana,,,,Total categorías,Dato,,,,
EOH,2066,EOT200,,Número de plazas estimadas,Palencia,,,Total categorías,Dato,,,,
EOH,2066,EOT235,Castilla - La Mancha,Número de establecimientos abiertos estimados,,,,Total categorías,Dato,,,,
EOH,2066,EOT244,,Grado de ocupación por plazas en fin de semana,Albacete,,,Total categorías,Dato,,,,
EOH,2066,EOT254,,Número de plazas estimadas,Cuenca,,,Total categorías,Dato,,,,
EOH,2066,EOT259,,Número de establecimientos abiertos estimados,Guadalajara,,,Total categorías,Dato,,,,
EOH,2066,EOT265,,Número de establecimientos abiertos estimados,Toledo,,,Total categorías,Dato,,,,
EOH,2066,EOT315,,Grado de ocupación por plazas,Castellón/Castelló,,,Total categorías,Dato,,,,
EOH,2066,EOT210,,Personal empleado,Salamanca,,,Total categorías,Dato,,,,
EOH,2066,EOT313,,Número de establecimientos abiertos estimados,Castellón/Castelló,,,Total categorías,Dato,,,,
EOH,2066,EOT196,,Grado de ocupación por plazas en fin de semana,León,,,Total categorías,Dato,,,,
EOH,2066,EOT333,,Grado de ocupación por plazas,Badajoz,,,Total categorías,Dato,,,,
EOH,2066,EOT347,Galicia,Grado de ocupación por habitaciones,,,,Total categorías,Dato,,,,
EOH,2066,EOT24505,País Vasco,Número de habitaciones estimadas,,,,Total categorías,Dato,,,,
EOH,2066,EOT64,Andalucía,Grado de ocupación por plazas en fin de semana,,,,Total categorías,Dato,,,,
EOH,2066,EOT69,,Grado de ocupación por plazas,Almería,,,Total categorías,Dato,,,,
EOH,2066,EOT119,Aragón,Grado de ocupación por habitaciones,,,,Total categorías,Dato,,,,
EOH,2066,EOT120,Aragón,Personal empleado,,,,Total categorías,Dato,,,,
EOH,2066,EOT131,,Grado de ocupación por habitaciones,Teruel,,,Total categorías,Dato,,,,
EOH,2066,EOT24487,,Número de habitaciones estimadas,Burgos,,,Total categorías,Dato,,,,
EOH,2066,EOT192,,Personal empleado,Burgos,,,Total categorías,Dato,,,,
EOH,2066,EOT194,,Número de plazas estimadas,León,,,Total categorías,Dato,,,,
