DATAFLOW,LAST UPDATE,freq,indic_to,c_resid,month,unit,geo,TIME_PERIOD,OBS_VALUE
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES30,2020,37523
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES30,2021,119661
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES30,2022,216692
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES30,2023,271165
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES51,2018,491789
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES51,2019,550736
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES51,2020,76099
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES51,2021,254896
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES51,2022,458910
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES51,2023,534253
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES52,2018,308121
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES52,2019,344125
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES52,2020,56740
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES52,2021,223854
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES52,2022,360464
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES52,2023,439607
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES53,2018,282343
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES53,2019,292040
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES53,2020,44360
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES53,2021,219640
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES53,2022,329922
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES53,2023,328375
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES61,2018,502407
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES61,2019,576473
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES61,2020,83865
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES61,2021,357404
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES61,2022,592114
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES61,2023,778170
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES70,2018,277467
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES70,2019,264744
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES70,2020,66330
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES70,2021,240349
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES70,2022,356330
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,ES70,2023,389449
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,HR03,2018,758032
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,HR03,2019,809530
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,HR03,2020,204199
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,HR03,2021,830881
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,HR03,2022,1096347
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,HR03,2023,1215250
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,PT15,2018,247413
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,PT15,2019,269690
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,PT15,2020,125325
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,PT15,2021,170565
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,PT15,2022,289186
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,PT15,2023,344142
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,PT17,2018,381915
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,PT17,2019,405095
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,PT17,2020,124491
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,PT17,2021,213699
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,PT17,2022,364708
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M09,NR,PT17,2023,407541
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,EL3,2018,135909
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,EL3,2019,172058
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,EL3,2020,80814
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,EL3,2021,138282
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,EL3,2022,202934
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,EL3,2023,278963
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,EL62,2018,35942
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,EL62,2019,42698
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,EL62,2020,33907
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,EL62,2021,64394
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,EL62,2022,67992
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,EL62,2023,82472
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,EL65,2018,15105
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,EL65,2019,20757
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,EL65,2020,15354
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,EL65,2021,24213
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,EL65,2022,27173
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,EL65,2023,33628
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES22,2018,2657
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES22,2019,3606
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES22,2020,945
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES22,2021,2668
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES22,2022,3834
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES22,2023,4980
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES30,2018,222329
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES30,2019,251599
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES30,2020,29853
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES30,2021,134721
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES30,2022,238370
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES30,2023,310351
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES51,2018,405338
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES51,2019,448219
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES51,2020,68213
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES51,2021,254969
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES51,2022,403055
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES51,2023,507899
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES52,2018,230509
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES52,2019,269055
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES52,2020,55544
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES52,2021,232836
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES52,2022,326407
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES52,2023,417019
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES53,2018,162971
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES53,2019,167852
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES53,2020,26809
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES53,2021,184750
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES53,2022,220269
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES53,2023,240748
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES61,2018,431766
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES61,2019,517630
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES61,2020,82357
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES61,2021,403257
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES61,2022,575112
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES61,2023,781167
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES70,2018,343705
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES70,2019,335450
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES70,2020,89167
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES70,2021,360843
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES70,2022,454173
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,ES70,2023,529745
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,HR03,2018,177848
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,HR03,2019,215982
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,HR03,2020,42829
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,HR03,2021,184945
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,HR03,2022,274260
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,HR03,2023,282088
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,PT15,2018,136663
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,PT15,2019,147751
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,PT15,2020,78960
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,PT15,2021,156445
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,PT15,2022,204360
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,PT15,2023,262500
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,PT17,2018,330045
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,PT17,2019,357498
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,PT17,2020,96201
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,PT17,2021,242455
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,PT17,2022,354316
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M10,NR,PT17,2023,395435
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,EL3,2018,78718
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,EL3,2019,97912
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,EL3,2020,32498
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,EL3,2021,89873
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,EL3,2022,112084
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,EL3,2023,149823
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,EL62,2018,1625
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,EL62,2019,2156
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,EL62,2020,1514
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,EL62,2021,3464
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,EL62,2022,4792
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,EL62,2023,4258
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,EL65,2018,5763
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,EL65,2019,6720
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,EL65,2020,3993
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,EL65,2021,9460
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,EL65,2022,10970
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,EL65,2023,14213
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES22,2018,1336
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES22,2019,1551
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES22,2020,559
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES22,2021,1814
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES22,2022,2006
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES22,2023,2292
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES30,2018,148895
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES30,2019,179871
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES30,2020,26485
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES30,2021,121644
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES30,2022,178772
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES30,2023,232673
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES51,2018,223352
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES51,2019,253896
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES51,2020,40480
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES51,2021,182772
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES51,2022,253111
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES51,2023,319136
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES52,2018,130740
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES52,2019,158519
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES52,2020,33384
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES52,2021,149921
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES52,2022,205644
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES52,2023,259858
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES53,2018,29489
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES53,2019,28806
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES53,2020,8914
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES53,2021,42214
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES53,2022,42208
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES53,2023,49128
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES61,2018,233724
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES61,2019,284589
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES61,2020,44395
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES61,2021,291563
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES61,2022,372321
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES61,2023,507748
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES70,2018,436969
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES70,2019,435449
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES70,2020,159710
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES70,2021,507610
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES70,2022,643622
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,ES70,2023,814288
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,HR03,2018,22899
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,HR03,2019,23359
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,HR03,2020,18262
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,HR03,2021,30594
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,HR03,2022,48890
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,HR03,2023,35908
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,PT15,2018,40659
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,PT15,2019,52026
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,PT15,2020,39111
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,PT15,2021,79870
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,PT15,2022,91413
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,PT15,2023,101273
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,PT17,2018,201473
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,PT17,2019,227626
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,PT17,2020,58120
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,PT17,2021,200598
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,PT17,2022,260652
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M11,NR,PT17,2023,273145
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M12,NR,EL3,2018,62921
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M12,NR,EL3,2019,85099
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M12,NR,EL3,2020,20280
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M12,NR,EL3,2021,73142
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M12,NR,EL3,2022,94116
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M12,NR,EL3,2023,116473
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M12,NR,EL62,2018,942
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M12,NR,EL62,2019,1455
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M12,NR,EL62,2020,394
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M12,NR,EL62,2021,1940
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M12,NR,EL62,2022,2175
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M12,NR,EL62,2023,2425
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M12,NR,EL65,2018,3954
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M12,NR,EL65,2019,4923
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M12,NR,EL65,2020,1349
ESTAT:TOUR_CE_OMN12(1.0),03/10/24 11:00:00,A,LSTY,FOR,M12,NR,EL65,2021,5943
