DATAFLOW,LAST UPDATE,freq,indic_to,c_resid,unit,cities,TIME_PERIOD,OBS_VALUE
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES060C,2022,42543
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES060C,2023,50785
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES062C,2018,30203
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES062C,2019,36899
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES062C,2020,12386
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES062C,2021,14184
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES062C,2022,35016
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES062C,2023,39791
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES071C,2018,89262
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES071C,2019,104921
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES071C,2020,24954
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES071C,2021,46739
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES071C,2022,109846
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES071C,2023,127898
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES080C,2018,328209
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES080C,2019,374198
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES080C,2020,124430
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES080C,2021,272915
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES080C,2022,536756
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES080C,2023,633033
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES085C,2018,221656
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES085C,2019,282196
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES085C,2020,94772
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES085C,2021,130677
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES085C,2022,321282
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES085C,2023,430391
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES086C,2018,15255
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES086C,2019,16754
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES086C,2020,5059
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES086C,2021,7476
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES086C,2022,17063
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES086C,2023,22650
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES089C,2018,136531
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES089C,2019,121542
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES089C,2020,22430
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES089C,2021,64224
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES089C,2022,112204
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES089C,2023,101508
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES096C,2018,123465
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES096C,2019,130601
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES096C,2020,69143
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES096C,2021,112533
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES096C,2022,176482
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,LSTY,FOR,NR,ES096C,2023,201543
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES001C,2018,1937329
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES001C,2019,2031321
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES001C,2020,961173
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES001C,2021,1377647
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES001C,2022,1987410
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES001C,2023,2711022
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES002C,2018,797658
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES002C,2019,730911
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES002C,2020,508349
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES002C,2021,662142
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES002C,2022,753821
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES002C,2023,925769
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES003C,2018,846232
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES003C,2019,936053
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES003C,2020,523043
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES003C,2021,659150
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES003C,2022,847035
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES003C,2023,1033830
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES004C,2018,849302
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES004C,2019,1054054
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES004C,2020,463383
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES004C,2021,748414
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES004C,2022,1311035
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES004C,2023,1512552
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES006C,2018,723913
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES006C,2019,855207
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES006C,2020,475618
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES006C,2021,773649
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES006C,2022,1111729
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES006C,2023,1244131
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES008C,2018,263469
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES008C,2019,281773
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES008C,2020,181274
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES008C,2021,230066
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES008C,2022,335819
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES008C,2023,396037
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES010C,2018,93256
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES010C,2019,90076
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES010C,2020,74968
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES010C,2021,97884
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES010C,2022,113674
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES010C,2023,102653
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES021C,2018,308244
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES021C,2019,336102
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES021C,2020,223443
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES021C,2021,332039
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES021C,2022,388864
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES021C,2023,454083
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES024C,2018,158331
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES024C,2019,188368
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES024C,2020,135076
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES024C,2021,162905
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES024C,2022,228830
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES024C,2023,275868
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES032C,2018,252384
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES032C,2019,289821
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES032C,2020,198807
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES032C,2021,347469
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES032C,2022,362205
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES032C,2023,448541
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES033C,2018,195454
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES033C,2019,212817
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES033C,2020,126697
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES033C,2021,182940
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES033C,2022,251270
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES033C,2023,312526
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES044C,2018,436369
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES044C,2019,497225
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES044C,2020,255779
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES044C,2021,568851
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES044C,2022,703752
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES044C,2023,765990
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES048C,2018,131852
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES048C,2019,175562
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES048C,2020,104936
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES048C,2021,218825
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES048C,2022,254399
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES048C,2023,282868
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES052C,2018,190614
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES052C,2019,247262
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES052C,2020,154566
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES052C,2021,270364
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES052C,2022,310000
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES052C,2023,338322
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES060C,2018,43511
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES060C,2019,57501
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES060C,2020,47797
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES060C,2021,69198
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES060C,2022,75634
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES060C,2023,90841
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES062C,2018,92731
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES062C,2019,130058
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES062C,2020,66660
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES062C,2021,120072
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES062C,2022,222718
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES062C,2023,279294
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES071C,2018,235214
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES071C,2019,321097
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES071C,2020,241802
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES071C,2021,336233
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES071C,2022,439903
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES071C,2023,503177
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES080C,2018,222176
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES080C,2019,259199
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES080C,2020,237583
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES080C,2021,353511
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES080C,2022,368442
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES080C,2023,389174
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES085C,2018,236159
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES085C,2019,312641
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES085C,2020,201159
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES085C,2021,353505
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES085C,2022,376917
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES085C,2023,407787
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES086C,2018,166424
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES086C,2019,197697
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES086C,2020,165272
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES086C,2021,211403
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES086C,2022,244737
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES086C,2023,319233
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES089C,2018,69050
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES089C,2019,61876
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES089C,2020,47539
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES089C,2021,56037
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES089C,2022,61138
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES089C,2023,48123
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES096C,2018,128875
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES096C,2019,138220
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES096C,2020,95400
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES096C,2021,139924
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES096C,2022,165389
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,DOM,NR,ES096C,2023,186855
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES001C,2018,5075226
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES001C,2019,5872991
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES001C,2020,1445646
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES001C,2021,2126955
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES001C,2022,5071567
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES001C,2023,6767582
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES002C,2018,9723103
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES002C,2019,10297528
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES002C,2020,2180115
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES002C,2021,3202899
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES002C,2022,8085777
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES002C,2023,9996716
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES003C,2018,2750674
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES003C,2019,3142396
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES003C,2020,764332
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES003C,2021,1308464
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES003C,2022,2926537
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES003C,2023,3838741
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES004C,2018,2256278
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES004C,2019,2894455
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES004C,2020,680338
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES004C,2021,896068
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES004C,2022,2613946
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES004C,2023,3502671
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES006C,2018,2046600
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES006C,2019,2489081
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES006C,2020,672133
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES006C,2021,1169049
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES006C,2022,2830406
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES006C,2023,3972528
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES008C,2018,522913
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES008C,2019,503788
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES008C,2020,234194
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES008C,2021,315194
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES008C,2022,594517
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES008C,2023,748371
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES010C,2018,785893
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES010C,2019,803446
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES010C,2020,206296
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES010C,2021,466408
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES010C,2022,805712
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES010C,2023,774068
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES021C,2018,933365
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES021C,2019,1130557
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES021C,2020,300768
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES021C,2021,516871
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES021C,2022,1156940
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES021C,2023,1461046
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES024C,2018,267711
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES024C,2019,294343
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES024C,2020,139744
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES024C,2021,214064
ESTAT:TOUR_CE_OARC(1.0),17/07/24 11:00:00,A,NGT_SP,FOR,NR,ES024C,2022,369370
