"2016 - Diciembre","Comunitat Valenciana","Acumulado en lo que va de año","Duración media de los viajes",10.7
"2016 - Diciembre","Comunitat Valenciana","Acumulado en lo que va de año","Gasto medio diario por persona (euros)",93
"2016 - Diciembre","Comunitat Valenciana","Acumulado en lo que va de año","Gasto medio por persona (euros)",993
"2016 - Diciembre","Comunitat Valenciana","Acumulado en lo que va de año","Gasto total (millones de euros)",1496
"2016 - Diciembre","Comunitat Valenciana","Dato base","Duración media de los viajes",12.1
"2016 - Diciembre","Comunitat Valenciana","Dato base","Gasto medio diario por persona (euros)",100
"2016 - Diciembre","Comunitat Valenciana","Dato base","Gasto medio por persona (euros)",1216
"2016 - Diciembre","Comunitat Valenciana","Dato base","Gasto total (millones de euros)",446
"2016 - Diciembre","Comunitat Valenciana","Tasa de variación acumulada","Duración media de los viajes",-
"2016 - Diciembre","Comunitat Valenciana","Tasa de variación acumulada","Gasto medio diario por persona (euros)",-
"2016 - Diciembre","Comunitat Valenciana","Tasa de variación acumulada","Gasto medio por persona (euros)",-
"2016 - Diciembre","Comunitat Valenciana","Tasa de variación acumulada","Gasto total (millones de euros)",-
"2016 - Diciembre","Comunitat Valenciana","Tasa de variación anual","Duración media de los viajes",-
"2016 - Diciembre","Comunitat Valenciana","Tasa de variación anual","Gasto medio diario por persona (euros)",-
"2016 - Diciembre","Comunitat Valenciana","Tasa de variación anual","Gasto medio por persona (euros)",-
"2016 - Diciembre","Comunitat Valenciana","Tasa de variación anual","Gasto total (millones de euros)",-
"2016 - Noviembre","Comunitat Valenciana","Acumulado en lo que va de año","Duración media de los viajes",10.2
"2016 - Noviembre","Comunitat Valenciana","Acumulado en lo que va de año","Gasto medio diario por persona (euros)",90
"2016 - Noviembre","Comunitat Valenciana","Acumulado en lo que va de año","Gasto medio por persona (euros)",921
"2016 - Noviembre","Comunitat Valenciana","Acumulado en lo que va de año","Gasto total (millones de euros)",1050
"2016 - Noviembre","Comunitat Valenciana","Dato base","Duración media de los viajes",10.3
"2016 - Noviembre","Comunitat Valenciana","Dato base","Gasto medio diario por persona (euros)",95
"2016 - Noviembre","Comunitat Valenciana","Dato base","Gasto medio por persona (euros)",981
"2016 - Noviembre","Comunitat Valenciana","Dato base","Gasto total (millones de euros)",371
"2016 - Noviembre","Comunitat Valenciana","Tasa de variación acumulada","Duración media de los viajes",-
"2016 - Noviembre","Comunitat Valenciana","Tasa de variación acumulada","Gasto medio diario por persona (euros)",-
"2016 - Noviembre","Comunitat Valenciana","Tasa de variación acumulada","Gasto medio por persona (euros)",-
"2016 - Noviembre","Comunitat Valenciana","Tasa de variación acumulada","Gasto total (millones de euros)",-
"2016 - Noviembre","Comunitat Valenciana","Tasa de variación anual","Duración media de los viajes",-
"2016 - Noviembre","Comunitat Valenciana","Tasa de variación anual","Gasto medio diario por persona (euros)",-
"2016 - Noviembre","Comunitat Valenciana","Tasa de variación anual","Gasto medio por persona (euros)",-
"2016 - Noviembre","Comunitat Valenciana","Tasa de variación anual","Gasto total (millones de euros)",-
"2016 - Octubre","Comunitat Valenciana","Acumulado en lo que va de año","Duración media de los viajes",10.1
"2016 - Octubre","Comunitat Valenciana","Acumulado en lo que va de año","Gasto medio diario por persona (euros)",88
"2016 - Octubre","Comunitat Valenciana","Acumulado en lo que va de año","Gasto medio por persona (euros)",891
"2016 - Octubre","Comunitat Valenciana","Acumulado en lo que va de año","Gasto total (millones de euros)",679
"2016 - Octubre","Comunitat Valenciana","Dato base","Duración media de los viajes",10.1
"2016 - Octubre","Comunitat Valenciana","Dato base","Gasto medio diario por persona (euros)",88
"2016 - Octubre","Comunitat Valenciana","Dato base","Gasto medio por persona (euros)",891
"2016 - Octubre","Comunitat Valenciana","Dato base","Gasto total (millones de euros)",679
"2016 - Octubre","Comunitat Valenciana","Tasa de variación acumulada","Duración media de los viajes",-
"2016 - Octubre","Comunitat Valenciana","Tasa de variación acumulada","Gasto medio diario por persona (euros)",-
"2016 - Octubre","Comunitat Valenciana","Tasa de variación acumulada","Gasto medio por persona (euros)",-
"2016 - Octubre","Comunitat Valenciana","Tasa de variación acumulada","Gasto total (millones de euros)",-
"2016 - Octubre","Comunitat Valenciana","Tasa de variación anual","Duración media de los viajes",-
"2016 - Octubre","Comunitat Valenciana","Tasa de variación anual","Gasto medio diario por persona (euros)",-
"2016 - Octubre","Comunitat Valenciana","Tasa de variación anual","Gasto medio por persona (euros)",-
"2016 - Octubre","Comunitat Valenciana","Tasa de variación anual","Gasto total (millones de euros)",-
"2017 - Abril","Comunitat Valenciana","Acumulado en lo que va de año","Duración media de los viajes",9.6
"2017 - Abril","Comunitat Valenciana","Acumulado en lo que va de año","Gasto medio diario por persona (euros)",98
"2017 - Abril","Comunitat Valenciana","Acumulado en lo que va de año","Gasto medio por persona (euros)",940
"2017 - Abril","Comunitat Valenciana","Acumulado en lo que va de año","Gasto total (millones de euros)",1983
"2017 - Abril","Comunitat Valenciana","Dato base","Duración media de los viajes",9.0
"2017 - Abril","Comunitat Valenciana","Dato base","Gasto medio diario por persona (euros)",96
"2017 - Abril","Comunitat Valenciana","Dato base","Gasto medio por persona (euros)",865
"2017 - Abril","Comunitat Valenciana","Dato base","Gasto total (millones de euros)",649
"2017 - Abril","Comunitat Valenciana","Tasa de variación acumulada","Duración media de los viajes",-
"2017 - Abril","Comunitat Valenciana","Tasa de variación acumulada","Gasto medio diario por persona (euros)",-
"2017 - Abril","Comunitat Valenciana","Tasa de variación acumulada","Gasto medio por persona (euros)",-
"2017 - Abril","Comunitat Valenciana","Tasa de variación acumulada","Gasto total (millones de euros)",-
"2017 - Abril","Comunitat Valenciana","Tasa de variación anual","Duración media de los viajes",-
"2017 - Abril","Comunitat Valenciana","Tasa de variación anual","Gasto medio diario por persona (euros)",-
"2017 - Abril","Comunitat Valenciana","Tasa de variación anual","Gasto medio por persona (euros)",-
"2017 - Abril","Comunitat Valenciana","Tasa de variación anual","Gasto total (millones de euros)",-
"2017 - Agosto","Comunitat Valenciana","Acumulado en lo que va de año","Duración media de los viajes",9.9
"2017 - Agosto","Comunitat Valenciana","Acumulado en lo que va de año","Gasto medio diario por persona (euros)",97
"2017 - Agosto","Comunitat Valenciana","Acumulado en lo que va de año","Gasto medio por persona (euros)",960
"2017 - Agosto","Comunitat Valenciana","Acumulado en lo que va de año","Gasto total (millones de euros)",6029
"2017 - Agosto","Comunitat Valenciana","Dato base","Duración media de los viajes",11.8
"2017 - Agosto","Comunitat Valenciana","Dato base","Gasto medio diario por persona (euros)",92
"2017 - Agosto","Comunitat Valenciana","Dato base","Gasto medio por persona (euros)",1090
"2017 - Agosto","Comunitat Valenciana","Dato base","Gasto total (millones de euros)",1263
"2017 - Agosto","Comunitat Valenciana","Tasa de variación acumulada","Duración media de los viajes",-
"2017 - Agosto","Comunitat Valenciana","Tasa de variación acumulada","Gasto medio diario por persona (euros)",-
"2017 - Agosto","Comunitat Valenciana","Tasa de variación acumulada","Gasto medio por persona (euros)",-
