TERMINALCODE,ID,AIRPORTIATACODE,AIRPORTICAOCODE,AIRPORTNAME,CITYCODE,ACTIVESTATUS,AIRPORTLATITUDE,AIRPORTLONGITUDE,LOAD_TIME
LKJ_00,5301,LJR,,Ljubljana - Railway Station,LJU,1,46.05888889,14.51305556,,
LKK_00,5302,LJU,LJLJ,Ljubljana Joze Pucnik Airport,LJU,1,46.23102,14.454972,,
LKL_00,5303,LKA,,Gewayenta Airport,LKA,1,-8.274301,123.001315,,
LKN_00,5304,LKB,NFNK,Lakeba Airport,LKB,1,-18.199565,-178.816461,,
LKO_00,5305,LKC,,Lekana Airport,LKC,1,-2.316667,14.6,,
LKO_01,5306,LKD,,Lakeland Downs Airport,LKD,1,-15.816667,144.95,,
LKO_02,5307,LKE,,Lake Union Sea Plane Base,SEA,1,47.628302,-122.338988,,
LKP_00,5308,LKG,HKLK,Lokichogio Airport,LKG,1,4.203645,34.349976,,
LKR_00,5309,LKH,,Long Akah Airport,LKH,1,3.312934,114.785657,,
LKS_00,5310,LKI,,Lakeside United States Air Force,DLH,0,46.783333,-92.1,,
LKT_00,5311,LKJ,,Lodz Kaliska - Bus Station,LCJ,1,51.75777778,19.43222222,,
LKU_00,5312,LKK,,Kulik Lake Airport,LKK,1,59.816667,-158.833333,,
LKV_00,5313,LKL,ENNA,Banak Airport,LKL,1,70.067778,24.973611,,
LKW_00,5314,LKN,ENLK,Leknes Airport,LKN,1,68.154216,13.614864,,
LKY_00,5315,LKO,VILK,Chaudhary Charan Singh International Airport,LKO,1,26.764257,80.884186,,
LKZ_00,5316,LKO,VILK,Chaudhary Charan Singh International Airport,LKO,1,26.764257,80.884186,,
LLA_00,5317,LKO,VILK,Chaudhary Charan Singh International Airport,LKO,1,26.764257,80.884186,,
LLB_00,5318,LKP,KLKP,Lake Placid Airport,LKP,1,44.2645,-73.961899,,
LLC_00,5319,LKR,,Las Khoreh Airport,LKR,1,11.15,48.2,,
LLD_00,5320,LKS,,Lakeside Airport,LKS,0,30.500833,-98.146944,,
LLE_00,5321,LKT,,Lakota Airport,LKT,0,5.833333,-5.5,,
LLF_00,5322,LKU,,Lake Rudolf Airport,LKU,1,3.416667,35.883333,,
LLG_00,5323,LKV,KLKV,Lake County Airport,LKV,1,42.166667,-120.4,,
LLH_00,5324,LKW,,Lekhawair Airport,LKW,1,22.80472222,55.36583333,,
LLI_00,5325,LKY,HTLM,Lake Manyara Airport,LKY,1,-3.374524,35.816626,,
LLJ_00,5326,LKZ,EGUL,Lakenheath RAF,LKZ,1,52.491667,0.67609,,
LLK_00,5327,LLA,ESPA,Lulea Airport,LLA,1,65.548278,22.121523,,
LLL_00,5328,LLB,ZULB,Libo County Libo City Airport,LLB,1,25.452476,107.961916,,
LLM_00,5329,LLC,RPLH,Cagayan North International Airport,LLC,1,18.1819,121.7458,,
LLN_00,5330,LLD,,Loudi Rail Station,LLD,1,27.7425,112.0005556,,
LLO_00,5331,LLE,FAMN,Malelane Airport,LLE,1,-25.466667,31.566667,,
LLP_00,5332,LLF,ZGLG,Lingling Airport,LLF,1,26.345556,111.612222,,
LLQ_00,5333,LLG,YCGO,Chillagoe Airport,LLG,1,-17.14084,144.527967,,
LLS_00,5334,LLH,,Las Limas Airport,LLH,1,15.443056,-87.898889,,
LLT_00,5335,LLI,HALL,Lalibela Airport,LLI,1,12.016667,39.066667,,
LLU_00,5336,LLJ,WIPB,Silampari Airport,LLJ,1,-3.284167,102.913333,,
LLV_00,5337,LLK,UBBL,Lankaran International Airport,LLK,1,38.74203,48.824093,,
LLW_00,5338,LLL,,Lissadell Airport,LLL,1,-16.566667,128.633333,,
LLX_00,5339,LLM,AGLM,Lomlom Airport,LLM,1,-10.294722,166.319444,,
LLY_00,5340,LLN,,Kelila Airport,LLN,1,-3.75,138.666667,,
LLZ_00,5341,LLO,,Lagaligo Airport,LLO,1,-3.084722,120.245278,,
LMA_00,5342,LLP,,Linda Downs Airport,LLP,1,-23.166667,138.7,,
LMB_00,5343,LLQ,,Lu/an Rail Station,LLQ,1,31.7175,116.4958333,,
LMC_00,5344,LLS,,Las Lomitas Airport,LLS,1,-24.716667,-60.583333,,
LMD_00,5345,LLT,,Lobito Airport,CBT,1,-12.37111111,13.53666667,,
LME_00,5346,LLU,BGAP,Alluitsup Paa Heliport,LLU,1,60.464529,-45.588847,,
LMG_00,5347,LLV,ZBLL,Luliang Airport,LLV,1,37.683333,111.142778,,
LMH_00,5348,LLW,FWLI,Lilongwe International Airport,LLW,1,-13.780039,33.780199,,
LMI_00,5349,LLX,,Caledonia County Airport,LLX,1,44.569099,-72.017998,,
LMJ_00,5350,LLY,KVAY,Burlington County Airport,LLY,1,39.916667,-74.75,,
LMK_00,5351,LLZ,,Allen - Bus Station,GNR,1,-38.9825,-67.82638889,,
LML_00,5352,LMA,,Lake Minchumina Airport,LMA,1,63.883333,-152.316667,,
LMM_00,5353,LMB,FWSM,Salima Airport,LMB,1,-13.75,34.583333,,
LMN_00,5354,LMC,,Lamacarena Airport,LMC,1,2.179109,-73.787638,,
LMO_00,5355,LMD,,Los Menucos Airport,LMD,1,-40.833333,-68.133333,,
LMP_00,5356,LME,LFRM,Arnage Airport,LME,1,47.948601,0.201667,,
LMQ_00,5357,LMG,,Lamassa Airport,LMG,1,-4.7,152.75,,
LMR_00,5358,LMH,,Limon Airport,LMH,1,15.866667,-85.55,,
LMS_00,5359,LMI,,Lumi Airport,LMI,1,-3.483333,142.033333,,
LMT_00,5360,LMJ,,Tokyo - Bus Station,TYO,1,35.68,139.7688889,,
LMU_00,5361,LMK,,Limerick,SNN,1,52.66472222,-8.639722222,,
LMV_00,5362,LML,,Lae Airport,LML,1,8.916667,166.25,,
LMX_00,5363,LMM,MMLM,Federal Airport,LMM,1,25.6852,-109.081001,,
LMY_00,5364,LMN,WBGJ,Limbang Airport,LMN,1,4.666667,115,,
LMZ_00,5365,LMO,EGQS,Lossiemouth Royal Air Force Station,LMO,1,57.705527,-3.339777,,
LNA_00,5366,LMP,LICD,Lampedusa Airport,LMP,1,35.5,12.616667,,
LNB_00,5367,LMQ,HLMB,Marsa el Brega Airport,LMQ,1,30.379444,19.579444,,
LNC_00,5368,LMR,FALC,Lima Acres Airport,LMR,1,-28.366667,23.45,,
LND_00,5369,LMS,KLMS,Winston County Airport,LMS,1,33.116667,-89.05,,
LNE_00,5370,LMT,KLMT,Crater Lake Klamath Regional Airport,LMT,1,42.163056,-121.735833,,
LNF_00,5371,LMU,,Letung Airport,LMU,1,2.963056,105.754444,,
LNG_00,5372,LMV,,Madivaru Airport,LMV,1,5.459444,73.370556,,
LNH_00,5373,LMX,,Lopez De Micay Airport,LMX,1,3.05,-77.55,,
LNI_00,5374,LMY,,Lake Murray Airport,LMY,1,-6.833333,141.366667,,
LNJ_00,5375,LMZ,,Palma Airport,LMZ,1,-10.766667,40.483333,,
LNK_00,5376,LNA,KLNA,Palm Beach County Airport,PBI,1,26.592477,-80.084477,,
LNL_00,5377,LNB,NVSM,Lamen Bay Airport,LNB,1,-16.583333,168.183333,,
LNM_00,5378,LNC,,Lengbati Airport,LNC,1,-6.366667,147.366667,,
LNN_00,5379,LND,KLND,Hunt Field,LND,1,42.833333,-108.733333,,
LNO_00,5380,LNE,NVSO,Lonorore Airport,LNE,1,-15.860106,168.170072,,
LNP_00,5381,LNF,,Munbil Airport,LNF,1,-4.866667,141.216667,,
LNQ_00,5382,LNG,,Lese Airport,LNG,1,-8.166667,146.116667,,
LNR_00,5383,LNH,,Lake Nash Airport,LNH,1,-20.95,138,,
LNS_00,5384,LNI,,Lonely Air Station,LNI,1,70.911275,-153.242451,,
LNU_00,5385,LNJ,ZPLC,Lincang Airport,LNJ,1,23.744107,100.026244,,
LNV_00,5386,LNK,KLNK,Lincoln Airport,LNK,1,40.846176,-96.754707,,
LNX_00,5387,LNL,ZLLN,Cheng Xian Airport,LNL,1,33.7898,105.788395,,
LNY_00,5388,LNM,,Langimar Airport,LNM,1,-7.216667,146.216667,,
LNZ_00,5389,LNN,KLNN,Lost Nation Airport,LNN,1,41.683646,-81.391396,,
LOA_00,5390,LNO,YLEO,Leonora Airport,LNO,1,-28.879344,121.316924,,
LOB_00,5391,LNP,KLNP,Wise Airport,LNP,1,36.983333,-82.566667,,
LOC_00,5392,LNQ,,Loani Airport,LNQ,1,-10.433333,150.15,,
LOD_00,5393,LNR,KLNR,Tri County Regional Airport,LNR,1,43.211908,-90.182116,,
LOE_00,5394,LNS,KLNS,Lancaster Airport,LNS,1,40.121111,-76.299722,,
LOF_00,5395,LNU,WALM,Kolonel RA Bessing Airport,LNU,1,3.576389,116.618333,,
LOG_00,5396,LNV,,Lihir Island Airport,LNV,1,-3.043223,152.627191,,
LOH_00,5397,LNX,,Smolensk Airport,LNX,1,54.8,32.05,,
LOI_00,5398,LNY,PHNY,Lanai Airport,LNY,1,20.790084,-156.950481,,
LOK_00,5399,LNZ,LOWL,Linz Airport,LNZ,1,48.239868,14.193345,,
LOL_00,5400,LOA,YLOR,Lorraine Airport,LOA,1,-19,139.9,,
LOM_00,5401,LOB,SCAN,Los Andes Airport,LOB,1,-29.966667,-71.533333,,
LON_00,5402,LOC,,Lock Airport,LOC,1,-33.55,135.75,,
LOO_00,5403,LOD,NVSG,Longana Airport,LOD,1,-15.316667,167.966667,,
LOP_00,5404,LOE,VTUL,Loei Airport,LOE,1,17.437847,101.72187,,
LOQ_00,5405,LOF,,Loen Island Airport,LOF,1,7.916667,169.916667,,
LOR_00,5406,LOG,,Longview Airport,LOG,0,46.116667,-122.883333,,
LOS_00,5407,LOH,SECA,Ciudad de Catamayo Airport,LOH,1,-3.995881,-79.37193,,
LOS_0D,5408,LOI,,Helmuth Baungartem Airport,LOI,1,-27.159722,-49.542778,,
LOS_0I,5409,LOK,HKLO,Lodwar Airport,LOK,1,3.15,35.6,,
LOT_00,5410,LOL,KLOL,Derby Field,LOL,1,40.058333,-118.566667,,
LOU_00,5411,LOM,,Francisco P. V. y R. Airport,LOM,1,21.266667,-101.933333,,
LOV_00,5412,LON,,London Metropolitan Area,LON,1,51.5,-0.166666667,,
LOW_00,5413,LOO,DAUL,L/Mekrareg Airport,LOO,1,33.761019,2.934811,,
LOX_00,5414,LOP,WADL,Lombok International Airport,LOP,1,-8.761611,116.273838,,
LOY_00,5415,LOQ,,Lobatse Airport,LOQ,1,-25.190278,25.681944,,
LOZ_00,5416,LOR,,Lowe Army Heliport,OZR,1,31.5,-85.433333,,
LPA_00,5417,LOS,DNMM,Murtala Muhammed International Airport,LOS,1,6.57737,3.321156,,
LPB_00,5418,LOS,DNMM,Murtala Muhammed International Airport,LOS,1,6.57737,3.321156,,
LPC_00,5419,LOS,DNMM,Murtala Muhammed International Airport,LOS,1,6.57737,3.321156,,
LPD_00,5420,LOT,KLOT,Lewis University Airport,LOT,1,41.607476,-88.09617,,
LPE_00,5421,LOU,KLOU,Bowman Field,SDF,1,38.227275,-85.656879,,
LPF_00,5422,LOV,MMMV,Venustiano Carranza International Airport,LOV,1,26.955455,-101.466072,,
LPG_00,5423,LOW,KLKU,Louisa Airport,LOW,1,38,-77.966667,,
LPH_00,5424,LOX,,Los Tablones Airport,LOX,1,14.79277778,-89.20277778,,
LPI_00,5425,LOY,HKLY,Loyangalani Airport,LOY,1,2.75,36.716667,,
LPJ_00,5426,LOZ,KLOZ,Magee Field,LOZ,1,37.087222,-84.076944,,
LPK_00,5427,LPA,GCLP,Gran Canaria Airport,LPA,1,27.932398,-15.384626,,
LPL_00,5428,LPB,SLLP,El Alto International Airport,LPB,1,-16.508891,-68.176903,,
LPM_00,5429,LPC,KLPC,Lompoc Airport,LPC,1,34.664642,-120.466196,,
LPN_00,5430,LPD,SKLP,La Pedrera Airport,LPD,1,-1.3,-69.716667,,
LPO_00,5431,LPE,,La Primavera Airport,LPE,1,5.479444,-70.416944,,
LPP_00,5432,LPF,ZUPS,Liupanshui Yuezhao Airport,LPF,1,26.605949,104.971351,,
LPQ_00,5433,LPG,SADL,La Plata Airport,LPG,1,-34.974952,-57.892334,,
LPS_00,5434,LPH,,Lochgilphead Heliport,LPH,0,56.05,-5.433333,,
LPT_00,5435,LPI,ESSL,Linkoping City Airport,LPI,1,58.406944,15.656944,,
LPU_00,5436,LPJ,,Pijiguaos Airport,LPJ,1,7,-67.666667,,
LPW_00,5437,LPK,UUOL,Lipetsk Airport,LPK,1,52.703411,39.53822,,
LPX_00,5438,LPL,EGGP,Liverpool John Lennon Airport,LPL,1,53.337616,-2.854905,,
LPY_00,5439,LPM,NVSL,Lamap Airport,LPM,1,-16.466667,167.816667,,
LQK_00,5440,LPN,,Leron Plains Airport,LPN,1,-6.4,146.35,,
LQM_00,5441,LPO,KPPO,Laporte Municipal Airport,LPO,1,41.6,-86.716667,,
LQN_00,5442,LPP,EFLP,Lappeenranta Airport,LPP,1,61.044114,28.155163,,
LQP_00,5443,LPQ,VLLB,Luang Prabang International Airport,LPQ,1,19.897055,102.163709,,
LQQ_00,5444,LPS,,Lopez Island Airport,LPS,1,48.482778,-122.935556,,
LQS_00,5445,LPT,VTCL,Lampang Airport,LPT,1,18.274167,99.507222,,
LRA_00,5446,LPU,,Long Apung Airport,LPU,1,1.707091,114.969985,,
LRB_00,5447,LPW,,Little Port Walter Airport,LPW,0,56.383333,-134.833333,,
LRC_00,5448,LPX,EVLA,Liepaya Airport,LPX,1,56.516667,21.1,,
LRD_00,5449,LPY,LFHP,Loudes Airport,LPY,1,45.083333,3.766667,,
LRE_00,5450,LQK,KLQK,Pickens Airport,LQK,1,34.883333,-82.7,,
LRF_00,5451,LQM,SKLG,Caucaya Airport,LQM,1,-0.3,-74.583333,,
LRG_00,5452,LQN,OAQN,Qala i Naw Airport,LQN,1,34.986638,63.119055,,
LRH_00,5453,LQP,,Chenzhou - Railway Station,LQP,1,25.80861111,113.0338889,,
LRI_00,5454,LQQ,,Liaoyang - Railway Station,AOG,1,41.27944444,123.1619444,,
LRJ_00,5455,LQS,,Lingshui - Railway Station,LQS,1,18.53805556,110.0291667,,
LRK_00,5456,LRA,LGLR,Larisa Airport,LRA,1,39.651111,22.463889,,
LRL_00,5457,LRB,FXLR,Leribe Airport,LRB,1,-28.966667,28,,
LRM_00,5458,LRC,,Laarbruch - R A F,LRC,0,,,,
LRN_00,5459,LRD,KLRD,Laredo International Airport,LRD,1,27.543667,-99.455122,,
LRO_00,5460,LRE,YBLR,Longreach Airport,LRE,1,-23.439475,144.271464,,
LRQ_00,5461,LRF,KLRF,Little Rock Air Force Base,LRF,1,34.916667,-92.15,,
LRR_00,5462,LRG,,Loralai Airport,LRG,1,27.85,65.083333,,
LRS_00,5463,LRH,LFBH,Laleu Airport,LRH,1,46.180556,-1.185833,,
LRT_00,5464,LRI,,Lorica Airport,LRI,1,9.033333,-75.7,,
LRU_00,5465,LRJ,KLRJ,Lemars Municipal Airport,LRJ,1,42.8,-96.166667,,
LRV_00,5466,LRK,,Lincoln Rock - Coast Guard,LRK,0,,,,
LSA_00,5467,LRL,DXNG,Niamtougou Airport,LRL,1,9.767359,1.091265,,
LSB_00,5468,LRM,MDLR,La Romana Airport,LRM,1,18.416667,-68.9,,
LSC_00,5469,LRN,,Larson Air Force Base,MWH,0,47.133333,-119.283333,,
LSD_00,5470,LRO,,Sharpe Army Air Field,LRO,0,39.55,-94.333333,,
LSE_00,5471,LRQ,,Laurie River Airport,LRQ,1,56.216667,-101,,
LSF_00,5472,LRR,OISL,Lar Airport,LRR,1,27.669689,54.38276,,
LSH_00,5473,LRS,LGLE,Leros Airport,LRS,1,37.516667,26.783333,,
LSI_00,5474,LRT,LFRH,Lann Bihoue Airport,LRT,1,47.753739,-3.436394,,
LSJ_00,5475,LRU,KLRU,Las Cruces Municipal Airport,LRU,1,32.290833,-106.921667,,
LSK_00,5476,LRV,SVRS,Los Roques Airport,LRV,1,11.857591,-66.750117,,
LSL_00,5477,LSA,,Losuia Airport,LSA,1,-8.506888,151.081501,,
LSM_00,5478,LSB,KLSB,Lordsburg Airport,LSB,1,32.416667,-108.666667,,
LSN_00,5479,LSC,SCSE,La Florida Airport,LSC,1,-29.917297,-71.203688,,
LSO_00,5480,LSD,,Lexington Creech Heliport,LEX,1,38.03611111,-84.6,,
LSP_00,5481,LSE,KLSE,La Crosse Regional Airport,LSE,1,43.875245,-91.264334,,
LSQ_00,5482,LSF,KLSF,Lawson Army Air Field - Ft Benning,CSG,1,32.335278,-84.990074,,
LSR_00,5483,LSH,VYLS,Lashio Airport,LSH,1,22.966667,97.75,,
LSS_00,5484,LSI,EGPB,Sumburgh Airport,SDZ,1,59.877889,-1.287111,,
LST_00,5485,LSJ,,Long Island Airport,LSJ,1,-5.333333,147.083333,,
LSU_00,5486,LSK,KLSK,Lusk Municipal,LSK,1,42.788083,-104.445528,,
LSV_00,5487,LSL,MRLC,Los Chiles Airport,LSL,1,11.033333,-84.7,,
LSW_00,5488,LSM,,Long Semado Airport,LSM,1,4.216666667,115.6,,
LSX_00,5489,LSN,KLSN,Los Banos Airport,LSN,1,37.066667,-120.85,,
LSY_00,5490,LSO,LFOO,Talmont,LSO,1,46.569444,-1.776169,,
LSZ_00,5491,LSP,SVJC,Josefa Camejo Airport,LSP,1,11.777155,-70.14961,,
LTA_00,5492,LSQ,SCGE,Los Angeles Airport,LSQ,1,-37.3975,-72.422778,,
LTB_00,5493,LSR,,Alas Leuser Airport,LSR,1,59.55,-139.733333,,
LTC_00,5494,LSS,TFFS,Les Saintes Airport,LSS,1,15.864594,-61.580187,,
LTD_00,5495,LST,YMLT,Launceston Airport,LST,1,-41.543511,147.205328,,
LTF_00,5496,LSU,,Long Sukang Airport,LSU,1,4.55,115.5,,
LTG_00,5497,LSV,KLSV,Nellis Air Force Base,LAS,1,36.23297,-115.035953,,
LTH_00,5498,LSW,WITM,Malikus Saleh Airport,LSW,1,5.226667,96.950278,,
LTI_00,5499,LSX,,Lhok Sukon Airport,LSX,1,5.066667,97.316667,,
LTK_00,5500,LSY,YLIS,Lismore Airport,LSY,1,-28.836652,153.263362,,
LTL_00,5501,LSZ,LDLO,Losinj Airport,LSZ,1,44.5658,14.3931,,
LTM_00,5502,LTA,FATZ,Letaba Airport,LTA,1,-23.833333,30.15,,
LTN_00,5503,LTB,,Latrobe Airport,LTB,1,-41.233333,146.4,,
LTO_00,5504,LTC,FTTH,Lai Airport,LTC,1,9.416667,16.3,,
LTP_00,5505,LTD,HLTD,Ghadames Airport,LTD,1,30.129167,9.509722,,
LTQ_00,5506,LTF,,Leitre Airport,LTF,1,-2.833333,141.616667,,
LTR_00,5507,LTG,,Langtang Airport,LTG,1,28.233333,85.6,,
LTS_00,5508,LTH,,Lathrop Wells Airport,LTH,0,36.633333,-116.383333,,
LTT_00,5509,LTI,ZMAT,Altai Airport,LTI,1,46.376184,96.221008,,
LTU_00,5510,LTK,OSLK,Bassel al-Assad International Airport,LTK,1,35.407353,35.943994,,
LTV_00,5511,LTL,FOOR,Lastourville Airport,LTL,1,-0.833333,12.716667,,
LTW_00,5512,LTM,SYLT,Lethem Airport,LTM,1,3.371667,-59.79,,
LTX_00,5513,LTN,EGGW,London Luton Airport,LON,1,51.879768,-0.376232,,
LTZ_00,5514,LTO,MMLT,Loreto Airport,LTO,1,25.983333,-111.35,,
LUA_00,5515,LTP,,Lyndhurst Station Airport,LTP,1,-30.283333,138.35,,
LUB_00,5516,LTQ,LFAT,Le Touquet Airport,LTQ,1,50.514775,1.627071,,
LUC_00,5517,LTR,,Letterkenny Airport,LTR,1,54.95,-7.733333,,
LUD_00,5518,LTS,KLTS,Altus Air Force Base,LTS,1,34.658354,-99.269343,,
LUE_00,5519,LTT,LFTZ,La Mole Airport,LTT,1,43.205651,6.483263,,
LUF_00,5520,LTU,,Latur Airport,LTU,1,18.409552,76.466291,,
LUG_00,5521,LTV,,Lotusvale Airport,LTV,1,-17.05,141.383333,,
LUH_00,5522,LTW,,Saint Marys County Airport,LTW,1,38.315399,-76.550102,,
LUI_00,5523,LTX,SELT,Cotapaxi International Airport,LTX,1,-0.918468,-78.616089,,
LUJ_00,5524,LTZ,,Lamezia Terme - Central Railway Station,SUF,1,38.92138889,16.25527778,,
LUK_00,5525,LUA,VNLK,Tenzing-Hillary Airport,LUA,1,27.687637,86.731753,,
LUL_00,5526,LUB,SYLP,Lumid Pau Airport,LUB,1,2.4,-59.433333,,
LUM_00,5527,LUC,NFNH,Laucala Island Airport,LUC,1,-16.74889,179.667273,,
LUN_00,5528,LUD,FYLZ,Luderitz Airport,LUD,1,-26.686389,15.243889,,
LUN_01,5529,LUE,,Lucenec Airport,LUE,1,48.333333,19.666667,,
LUN_02,5530,LUF,KLUF,Luke Air Force Base,PHX,1,33.536394,-112.372838,,
LUO_00,5531,LUG,LSZA,Lugano Airport,LUG,1,46.002393,8.909827,,
LUP_00,5532,LUH,VILD,Ludhiana Airport,LUH,1,30.9,75.85,,
LUQ_00,5533,LUI,,La Union Airport,LUI,1,13.333333,-87.85,,
LUR_00,5534,LUJ,FALK,Lusikisiki Airport,LUJ,0,-31.366667,29.583333,,
LUS_00,5535,LUK,KLUK,Cincinnati Municipal Airport -  Lunken Field,CVG,1,39.103297,-84.418596,,
LUT_00,5536,LUL,KLUL,Hesler-Noble Field,LUL,1,31.672604,-89.172207,,
LUU_00,5537,LUM,ZPLX,Dehong Mangshi Airport,LUM,1,24.405279,98.531897,,
LUV_00,5538,LUN,FLLS,Kenneth Kaunda International Airport,LUN,1,-15.326256,28.44567,,
LUW_00,5539,LUN,FLLS,Kenneth Kaunda International Airport,LUN,1,-15.326256,28.44567,,
LUX_00,5540,LUN,FLLS,Kenneth Kaunda International Airport,LUN,1,-15.326256,28.44567,,
LUY_00,5541,LUO,FNUE,Luena Airport,LUO,1,-11.76806,19.89778,,
LUZ_00,5542,LUP,PHLU,Kalaupapa Airport,LUP,1,21.211111,-156.974444,,
LVA_00,5543,LUQ,SAOU,San Luis Airport,LUQ,1,-33.274444,-66.358611,,
LVB_00,5544,LUR,PALU,Cape Lisburne Airport,LUR,1,68.875833,-166.106944,,
LVD_00,5545,LUS,FZCE,Lusanga Airport,LUS,1,-4.804654,18.718886,,
LVI_00,5546,LUT,,Laura Station Airport,LUT,1,-15.433333,144.816667,,
LVK_00,5547,LUU,,Laura Airport,LUU,1,-15.666667,144.166667,,
LVL_00,5548,LUV,WAXX,Langgur Airport,LUV,1,-5.666667,132.716667,,
LVM_00,5549,LUW,WAMW,S. Aminuddin Amir Airport,LUW,1,-1.039336,122.771611,,
LVO_00,5550,LUX,ELLX,Luxembourg Airport,LUX,1,49.631113,6.209539,,
LVP_00,5551,LUY,,Lugo Station,LUY,1,43.015,-7.551944,,
LVR_00,5552,LUZ,EPLB,Lublin Airport,LUZ,1,51.231944,22.690278,,
LVS_00,5553,LVA,LFOV,Laval Entrammes Airport,LVA,1,48.066667,-0.766667,,
LWA_00,5554,LVB,SSLI,Santana do Livramento Airport,LVB,1,-30.835556,-55.625833,,
LWB_00,5555,LVD,,Lime Village Airport,LVD,1,61.35,-155.466667,,
LWC_00,5556,LVI,FLLI,Livingstone Airport,LVI,1,-17.820556,25.822222,,
LWE_00,5557,LVK,KLVK,Livermore Municipal Airport,LVK,1,37.693889,-121.817222,,
LWG_00,5558,LVL,KLVL,Lawrenceville Airport,LVL,1,36.75,-77.833333,,
LWH_00,5559,LVM,KLVM,Mission Field,LVM,1,45.666667,-110.566667,,
LWI_00,5560,LVO,YLTN,Laverton Airport,LVO,1,-28.614391,122.423112,,
LWK_00,5561,LVP,OIBV,Lavan Island Airport,LVP,1,26.810278,53.356111,,
LWL_00,5562,LVR,,Lucas Do Rio Verde - Mun.,LVR,1,-13.03722222,-55.94222222,,
LWM_00,5563,LVS,KLVS,Las Vegas Airport,LVS,1,35.6,-105.216667,,
LWN_00,5564,LWA,,Lebak Airport,LWA,1,6.6739,124.058083,,
LWO_00,5565,LWB,KLWB,Greenbrier Valley Airport,LWB,1,37.859722,-80.398611,,
LWR_00,5566,LWC,KLWC,Lawrence Municipal Airport,LWC,1,39.009167,-95.2175,,
LWS_00,5567,LWE,WATW,Wunopito Airport,LWE,1,-8.36278,123.43778,,
LWT_00,5568,LWG,,Logrono - Bus Station,RJL,1,42.45972222,-2.444166667,,
LWV_00,5569,LWH,YLAH,Lawn Hill Airport,LWH,1,-18.576637,138.584282,,
LWY_00,5570,LWI,,Lowai Airport,LWI,1,-6.316667,146.583333,,
LXA_00,5571,LWK,EGET,Tingwall Airport,SDZ,1,60.189061,-1.245291,,
LXC_00,5572,LWL,KLWL,Wells Municipal Airport-Harriet Field,LWL,1,41.117098,-114.922214,,
LXG_00,5573,LWM,KLWM,Lawrence Municipal Airport,LWM,1,42.7175,-71.1225,,
LXI_00,5574,LWN,UDSG,Leninakan Airport,LWN,1,40.716667,43.833333,,
LXL_00,5575,LWO,UKLL,Lviv International Airport,LWO,1,49.812296,23.959311,,
LXN_00,5576,LWR,EHLW,Leeuwarden Air Base,LWR,1,53.228594,5.760549,,
LXR_00,5577,LWS,KLWS,Lewiston-Nez Perce County Regional Airport,LWS,1,46.374722,-117.014444,,
LXS_00,5578,LWT,KLWT,Lewistown Municipal Airport,LWT,1,47.051111,-109.471111,,
LXU_00,5579,LWV,KLWV,Lawrenceville Municipal Airport,LWV,1,38.733333,-87.683333,,
LXV_00,5580,LWY,WBGW,Lawas Airport,LWY,1,4.846565,115.406995,,
LYA_00,5581,LXA,ZULS,Lhasa Gonggar Airport,LXA,1,29.2978,90.911903,,
LYB_00,5582,LXC,,Liverpool Central Rail Station,LPL,1,53.40472222,-2.98,,
LYC_00,5583,LXG,VLLN,Luang Namtha Airport,LXG,1,21.05,101.466667,,
LYE_00,5584,LXI,,Linxi Airport,LXI,0,43.6,118.033333,,
LYG_00,5585,LXL,,Liverpool Lime Street Rail Station,LPL,1,53.40777778,-2.9775,,
LYH_00,5586,LXN,KLXN,Jim Kelly Field,LXN,1,40.791002,-99.777288,,
LYI_00,5587,LXR,HELX,Luxor International Airport,LXR,1,25.674919,32.699683,,
LYK_00,5588,LXS,LGLM,Limnos Airport,LXS,1,39.923906,25.233446,,
LYN_00,5589,LXU,FLLK,Lukulu Airport,LXU,1,-14.416667,23.2,,
LYO_00,5590,LXV,KLXV,Leadville Airport,LXV,1,39.220278,-106.316111,,
LYP_00,5591,LYA,ZHLY,Luoyang Beijiao Airport,LYA,1,34.736361,112.385406,,
LYR_00,5592,LYB,MWCL,Little Cayman Airport,LYB,1,19.6592,-80.084715,,
LYS_00,5593,LYC,ESNL,Lycksele Airport,LYC,1,64.548308,18.716216,,
LYS_01,5594,LYE,EGDL,Lyneham Royal Air Force Station,LYE,1,51.505741,-1.99318,,
LYS_02,5595,LYG,ZSLG,Lianyungang Airport,LYG,1,34.416667,119.180833,,
LYS_03,5596,LYH,KLYH,Preston-Glenn Field,LYH,1,37.326944,-79.201111,,
LYS_1A,5597,LYI,ZSLY,Linyi Airport,LYI,1,35.047477,118.407068,,
LYS_1B,5598,LYK,,Lunyuk Airport,LYK,1,-9,117.266667,,
LYS_TN,5599,LYN,LFLY,Bron Airport,LYS,1,45.730833,4.943333,,
LYT_00,5600,LYO,KLYO,Rice County Municipal Airport,LYO,1,38.35,-98.2,,
LYU_00,5601,LYP,OPFA,Faisalabad Airport,LYP,1,31.363042,72.987572,,
LYX_00,5602,LYR,ENSB,Svalbard Airport,LYR,1,78.208889,15.8,,
LZA_00,5603,LYS,LFLL,Lyon Saint-Exupery International Airport,LYS,1,45.721426,5.080334,,
LZB_00,5604,LYS,LFLL,Lyon Saint-Exupery International Airport,LYS,1,45.721426,5.080334,,
LZC_00,5605,LYS,LFLL,Lyon Saint-Exupery International Airport,LYS,1,45.721426,5.080334,,
