AIRPORTIATACODE,ID,AIRPORTICAOCODE,TERMINALCODE,AIRPORTNAME,CITYCODE,CITYNAME,COUNTRYCODE,REGIONCODE,COUNTRYNAME,ISO_CODE,SUBCONTINENTCODE,REGIONNAME,SUBCONTINENTNAME,CONTINENTCODE,CONTINENTNAME,ACTIVESTATUS,AIRPORTLATITUDE,AIRPORTLONGITUDE,LOAD_TIME
TNF,8690,LFPN,,Toussus-le-Noble Airport,TNF,Toussus-le-Noble,FR,FRILE,France,FRA,WEUR,Ile de France,Western Europe,EU,Europe,1,48.750833,2.113056,
TNG,8691,GMTT,,Tangier Ibn Battouta Airport,TNG,Tangier,MA,,Morocco,MAR,NAFR,,North Africa,AF,Africa,1,35.726286,-5.912898,
TNH,8692,ZYTN,,Tonghua Sanyuanpu Airport,TNH,Sanyuanpu,CN,CNJIL,China,CHN,NEAS,Jilin,North East Asia,AS,Asia,1,42.253889,125.703889,
TNI,8693,VIST,,Satna Airport,TNI,Satna,IN,INMAD,India,IND,SASI,Madhya Pradesh,South Asia,AS,Asia,1,24.564325,80.85181,
TNJ,8694,WIKN,,Raja Haji Fisabilillah Airport,TNJ,Tanjung Pinang,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,0.922683,104.531998,
TNK,8695,,,Tununak Airport,TNK,Tununak,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,60.570833,-165.266667,
TNL,8696,,,Ternopol Airport,TNL,Ternopol,UA,,Ukraine,UKR,EEUR,,Central/Eastern Europe,EU,Europe,1,49.566667,25.6,
TNM,8697,,,Teniente Rodolfo Marsh Martin Airport,TNM,King George Island,AQ,,Antarctica,ATA,ANTA,,Antarctica,AQ,Antarctica,1,-62.18333333,-58.98333333,
TNN,8698,RCNN,,Tainan Airport,TNN,Tainan,TW,,Taiwan,TWN,NEAS,,North East Asia,AS,Asia,1,22.948705,120.215712,
TNO,8699,,,Tamarindo Airport,TNO,Tamarindo,CR,,Costa Rica,CRI,CAME,,Central America,AM,America,1,10.31587,-85.812226,
TNP,8700,KNXP,,Twentynine Palms Airport,TNP,Twentynine Palms,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,34.13333333,-116.05,
TNQ,8701,,,Washington Island Airport,TNQ,Teraina,KI,,Kiribati,KIR,OCEA,,Oceania,OC,Oceania,1,4.7,-160.333333,
TNR,8702,FMMI,,Antananarivo Ivato International Airport,TNR,Antananarivo,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-18.799632,47.475028,
TNS,8703,,,Cantung Airport,TNS,Tungsten,CA,CA_NT,Canada,CAN,NAME,Northwest Territories,North America,AM,America,1,61.956902,-128.203003,
TNT,8704,KTNT,,Dade Collier Training and Transition Airport,MIA,Miami,US,US_FL,U.S.A.,USA,NAME,Florida,North America,AM,America,1,25.86081,-80.895721,
TNU,8705,KTNU,,Newton Municipal Airport,TNU,Newton,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,41.7,-93.05,
TNV,8706,,,Fanning Island Airport,TNV,Tabuaeran,KI,,Kiribati,KIR,OCEA,,Oceania,OC,Oceania,1,3.833333,-159.35,
TNW,8707,SEJD,,Jumandy Airport,TNW,Tena,EC,,Ecuador,ECU,SAME,,South America,AM,America,1,-1.06248,-77.573011,
TNX,8708,VDST,,Stung Treng Airport,TNX,Stung Treng,KH,,Cambodia,KHM,SEAS,,South East Asia,AS,Asia,1,13.533333,106.033333,
TNZ,8709,,,Tosontsengel Airport,TNZ,Tosontsengel,MN,,Mongolia,MNG,NEAS,,North East Asia,AS,Asia,1,48.739722,98.275278,
TOA,8710,KTOA,,Zamperini Field,TOA,Torrance,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,33.801676,-118.341548,
TOB,8711,,,Tobruk Airport,TOB,Tobruk,LY,,Libya,LBY,MIDE,,Middle East,AS,Asia,1,31.854167,23.917222,
TOC,8712,KTOC,,R.G. LeTourneau Field,TOC,Toccoa,US,US_GA,U.S.A.,USA,NAME,Georgia,North America,AM,America,1,34.5938,-83.295799,
TOD,8713,WMBT,,Tioman Airport,TOD,Tioman,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,2.818021,104.159803,
TOE,8714,DTTZ,,Tozeur Nefta International Airport,TOE,Tozeur,TN,,Tunisia,TUN,NAFR,,North Africa,AF,Africa,1,33.939701,8.11056,
TOF,8715,UNTT,,Tomsk Bogashevo Airport,TOF,Tomsk,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,56.380299,85.208298,
TOG,8716,PATG,,Togiak Village Airport,TOG,Togiak Village,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,59.05292,-160.397728,
TOH,8717,,,Torres Airstrip,TOH,Torres,VU,,Vanuatu,VUT,OCEA,,Oceania,OC,Oceania,1,-13.166667,166.75,
TOI,8718,KTOI,,Troy Municipal Airport,TOI,Troy,US,US_AL,U.S.A.,USA,NAME,Alabama,North America,AM,America,1,31.8,-85.966667,
TOJ,8719,LETO,,Torrejon Air Force Base,MAD,Madrid,ES,ESMAD,Spain,ESP,SEUR,Madrid Community,Southern Europe,EU,Europe,1,40.4967,-3.44587,
TOK,8720,,,Torokina Airport,TOK,Torokina,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.201488,155.063011,
TOL,8721,KTOL,,Toledo Express Airport,TOL,Toledo,US,US_OH,U.S.A.,USA,NAME,Ohio,North America,AM,America,1,41.592497,-83.806898,
TOM,8722,GATB,,Tombouctou Airport,TOM,Tombouctou,ML,,Mali,MLI,SAFR,,Subsaharan Africa,AF,Africa,1,16.732222,-3.005278,
TON,8723,,,Tonu Airport,TON,Tonu,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.655283,155.432569,
TOO,8724,MRSV,,San Vito Airport,TOO,San Vito,CR,,Costa Rica,CRI,CAME,,Central America,AM,America,1,8.833333,-82.966667,
TOP,8725,KTOP,,Philip Billard Municipal Airport,TOP,Topeka,US,US_KS,U.S.A.,USA,NAME,Kansas,North America,AM,America,1,39.069722,-95.6225,
TOQ,8726,SCBE,,Barriles Airport,TOQ,Tocopilla,CL,,Chile,CHL,SAME,,South America,AM,America,1,-22.136111,-70.061389,
TOR,8727,KTOR,,Torrington Municipal Airport,TOR,Torrington,US,US_WY,U.S.A.,USA,NAME,Wyoming,North America,AM,America,1,42.066667,-104.183333,
TOS,8728,ENTC,,Langnes Airport,TOS,Tromso,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,69.679835,18.907343,
TOT,8729,,,Totness Airport,TOT,Totness,SR,,Suriname,SUR,SAME,,South America,AM,America,1,5.865832,-56.327493,
TOU,8730,NWWU,,Touho Airport,TOU,Touho,NC,,New Caledonia,NCL,OCEA,,Oceania,OC,Oceania,1,-20.8,165.25,
TOV,8731,,,West End Sea Plane Base,TOV,Tortola,VG,,British Virgin Islands,VGB,CRBN,,Caribbean,AM,America,1,18.45,-64.583333,
TOW,8732,SBTD,,Luis dal Canalle Filho Airport,TOW,Toledo,BR,BR_PR,Brazil,BRA,SAME,Parana,South America,AM,America,1,-24.6863,-53.697497,
TOX,8733,,,Tobolsk Airport,TOX,Tobolsk,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,58.133333,68.233333,
TOY,8734,RJNT,,Toyama Airport,TOY,Toyama,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,36.642447,137.189456,
TOZ,8735,DITM,,Mahana Airport,TOZ,Touba,CI,,Ivory Coast,CIV,SAFR,,Subsaharan Africa,AF,Africa,1,8.29326,-7.673662,
TPA,8736,KTPA,,Tampa International Airport,TPA,Tampa,US,US_FL,U.S.A.,USA,NAME,Florida,North America,AM,America,1,27.979869,-82.535415,
TPB,8737,,,Bristol - Temple Meads Rail Station,BRS,Bristol,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,51.44916667,-2.580833333,
TPC,8738,SETR,,Tarapoa Airport,TPC,Tarapoa,EC,,Ecuador,ECU,SAME,,South America,AM,America,1,-1.227777,-76.337777,
TPE,8739,RCTP,,Taiwan Taoyuan International Airport,TPE,Taipei,TW,,Taiwan,TWN,NEAS,,North East Asia,AS,Asia,1,25.075512,121.23248,
TPF,8740,KTPF,,Peter O. Knight Airport,TPA,Tampa,US,US_FL,U.S.A.,USA,NAME,Florida,North America,AM,America,1,27.915572,-82.446688,
TPG,8741,WMBI,,Taiping Airport,TPG,Taiping,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,4.85,100.733333,
TPH,8742,KTPH,,Tonopah Airport,TPH,Tonopah,US,US_NV,U.S.A.,USA,NAME,Nevada,North America,AM,America,1,38.066667,-117.233333,
TPI,8743,,,Tapini Airport,TPI,Tapini,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-8.366667,146.983333,
TPJ,8744,VNTJ,,Taplejung Airport,TPJ,Taplejung,NP,,Nepal,NPL,SASI,,South Asia,AS,Asia,1,27.35,87.683333,
TPK,8745,,,Tapaktuan Airport,TPK,Tapaktuan,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,3.266667,97.183333,
TPL,8746,KTPL,,Draughon-Miller Airport,TPL,Temple,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,31.150278,-97.409167,
TPN,8747,SETI,,Tiputini Airport,TPN,Tiputini,EC,,Ecuador,ECU,SAME,,South America,AM,America,1,-0.766666667,-75.53333333,
TPP,8748,SPST,,Cad. FAP Guillermo del Castillo Paredes Airport,TPP,Tarapoto,PE,,Peru,PER,SAME,,South America,AM,America,1,-6.512208,-76.369621,
TPQ,8749,MMEP,,Amado Nervo Airport,TPQ,Tepic,MX,,Mexico,MEX,NAME,,North America,AM,America,1,21.419445,-104.842575,
TPR,8750,YTMP,,Tom Price Airport,TPR,Tom Price,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-22.75,117.666667,
TPS,8751,LICT,,Trapani-Birgi Airport,TPS,Trapani,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,37.901385,12.495865,
TPT,8752,,,Tapeta Airport,TPT,Tapeta,LR,,Liberia,LBR,SAFR,,Subsaharan Africa,AF,Africa,1,6.483333,-8.866667,
TPU,8753,,,Tikapur Airport,TPU,Tikapur,NP,,Nepal,NPL,SASI,,South Asia,AS,Asia,1,28.55,81.191667,
TPX,8754,,,Tupai Airport,TPX,Tupai,PF,,French Polynesia,PYF,OCEA,,Oceania,OC,Oceania,1,-16.283333,-151.833333,
TPY,8755,,,Turin - Porta Nuova Railway Station,TRN,Turin,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,45.06222222,7.678888889,
TQA,8756,BGTA,,Tasiusaq Heliport (Upernavik),TQA,Tasiusaq,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,73.373056,-56.060278,
TQD,8757,,,Al Taqaddum Air Base,TQD,Al Fallujah,IQ,,Iraq,IRQ,MIDE,,Middle East,AS,Asia,1,33.338056,43.596944,
TQI,8758,BGTN,,Tiniteqilaaq Heliport,TQI,Tiniteqilaaq,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,65.892015,-37.783347,
TQL,8759,USDS,,Tarko-Sale Airport,TQL,Tarko-Sale,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,64.92203,77.790755,
TQN,8760,,,Taluquan Airport,TQN,Taluquan,AF,,Afghanistan,AFG,SASI,,South Asia,AS,Asia,1,36.766667,69.533333,
TQP,8761,YTEE,,Trepell Airport,TQP,Trepell,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-21.839603,140.893762,
TQQ,8762,,,Maranggo Airport,TQQ,Tomia,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-5.767236,123.919596,
TQR,8763,,,San Domino Island Heliport,TQR,San Domino Island,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,42.117842,15.490703,
TQS,8764,SKTQ,,Tres Esquinas Airport,TQS,Tres Esquinas,CO,,Colombia,COL,SAME,,South America,AM,America,1,0.733333333,-75.23333333,
TRA,8765,RORT,,Tarama Airport,TRA,Taramajima,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,24.653795,124.676793,
TRB,8766,SKTU,,Gonzalo Airport,TRB,Turbo,CO,,Colombia,COL,SAME,,South America,AM,America,1,8.078333,-76.748056,
TRC,8767,MMTC,,Francisco Sarabia International Airport,TRC,Torreon,MX,,Mexico,MEX,NAME,,North America,AM,America,1,25.563066,-103.398741,
TRD,8768,ENVA,,Trondheim Airport Vaernes,TRD,Trondheim,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,63.454285,10.917863,
TRE,8769,EGPU,,Tiree Airport,TRE,Tiree -  Inner Hebrides,GB,GBSCO,United Kingdom,GBR,NEUR,Scotland,Northern Europe,EU,Europe,1,56.500556,-6.871389,
TRF,8770,ENTO,,Torp Sandefjord Airport,OSL,Oslo,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,59.178087,10.251807,
TRG,8771,NZTG,,Tauranga City Airport,TRG,Tauranga,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-37.671902,176.195999,
TRH,8772,,,Trona Airport,TRH,Trona,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,35.812778,-117.325833,
TRI,8773,KTRI,,Tri-Cities Regional Airport,TRI,Bristol/Johnson City/Kingsport,US,US_TN,U.S.A.,USA,NAME,Tennessee,North America,AM,America,1,36.481109,-82.407852,
TRJ,8774,,,Tarakbits Airport,TRJ,Tarakbits,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.616667,141.05,
TRK,8775,WALR,,Juwata International Airport,TRK,Tarakan,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,3.326377,117.568603,
TRL,8776,KTRL,,Terrell Municipal Airport,TRL,Terrell,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,32.709202,-96.267403,
TRM,8777,KTRM,,Jacqueline Cochran Regional Airport,TRM,Thermal,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,33.639217,-116.15863,
TRN,8778,LIMF,,Turin Airport,TRN,Turin,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,45.191455,7.643049,
TRO,8779,YTRE,,Taree Airport,TRO,Taree,AU,AUNSW,Australia,AUS,OCEA,New South Wales,Oceania,OC,Oceania,1,-31.890273,152.508964,
TRQ,8780,SBTK,,Tarauaca Airport,TRQ,Tarauaca,BR,BR_AC,Brazil,BRA,SAME,Acre,South America,AM,America,1,-8.1,-70.75,
TRR,8781,VCCT,,China Bay Airport,TRR,Trincomalee,LK,,Sri Lanka,LKA,SASI,,South Asia,AS,Asia,1,8.538984,81.181889,
TRS,8782,LIPQ,,Trieste - Friuli Venezia Giulia Airport,TRS,Trieste,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,45.820781,13.485678,
TRT,8783,,,Toraja Airport,TTR,Tana Toraja,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-3.185833333,119.9180556,
TRU,8784,SPRU,,Trujillo Airport,TRU,Trujillo,PE,,Peru,PER,SAME,,South America,AM,America,1,-8.09,-79.115,
TRV,8785,VOTV,,Trivandrum International Airport,TRV,Thiruvananthapuram,IN,INKER,India,IND,SASI,Kerala,South Asia,AS,Asia,1,8.476126,76.91907,
TRW,8786,NGTA,,Bonriki Airport,TRW,Tarawa,KI,,Kiribati,KIR,OCEA,,Oceania,OC,Oceania,1,1.38164,173.147003,
TRX,8787,KTRX,,Trenton Memorial Airport,TRX,Trenton,US,US_MO,U.S.A.,USA,NAME,Missouri,North America,AM,America,1,40.083333,-93.616667,
TRY,8788,HUTO,,Tororo Airport,TRY,Tororo,UG,,Uganda,UGA,SAFR,,Subsaharan Africa,AF,Africa,1,0.7,34.18333333,
TRZ,8789,VOTR,,Tiruchirapalli International Airport,TRZ,Tiruchirappalli,IN,INTAM,India,IND,SASI,Tamil Nadu,South Asia,AS,Asia,1,10.762168,78.707241,
TSA,8790,RCSS,,Taipei Songshan Airport,TPE,Taipei,TW,,Taiwan,TWN,NEAS,,North East Asia,AS,Asia,1,25.062789,121.551924,
TSB,8791,FYTM,,Tsumeb Airport,TSB,Tsumeb,NA,,Namibia,NAM,SAFR,,Subsaharan Africa,AF,Africa,1,-19.266667,17.733333,
TSC,8792,SETH,,Taisha Airport,TSC,Taisha,EC,,Ecuador,ECU,SAME,,South America,AM,America,1,-2.383333,-77.5,
TSD,8793,,,Tshipise Airport,TSD,Tshipise,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-22.616667,30.166667,
TSF,8794,LIPH,,Treviso Airport,VCE,Venice,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,45.655113,12.204444,
TSG,8795,,,Tanacross Intermediate Airport,TSG,Tanacross,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,63.35,-143.5,
TSH,8796,FZUK,,Tshikapa Airport,TSH,Tshikapa,CD,,Congo,COD,SAFR,,Subsaharan Africa,AF,Africa,1,-6.437853,20.794326,
TSI,8797,,,Tsili Tsili Airport,TSI,Tsili Tsili,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.85,146.35,
TSJ,8798,RJDT,,Tsushima Airport,TSJ,Tsushima,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,34.286151,129.326368,
TSK,8799,,,Taskul Airport,TSK,Taskul,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-2.566667,150.416667,
TSL,8800,MMTN,,Tamuin Airport,TSL,Tamuin,MX,,Mexico,MEX,NAME,,North America,AM,America,1,21.983333,-98.75,
TSM,8801,KSKX,,Taos Airport,TSM,Taos,US,US_NM,U.S.A.,USA,NAME,New Mexico,North America,AM,America,1,36.459167,-105.675278,
TSN,8802,ZBTJ,,Tianjin Binhai International Airport,TSN,Tianjin,CN,CNTIA,China,CHN,NEAS,Tianjin,North East Asia,AS,Asia,1,39.128273,117.355906,
TSO,8803,EGHT,,Tresco Airport,ISC,Isles Of Scilly,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,49.945556,-6.331389,
TSP,8804,KTSP,,Kern County Airport,TSP,Tehachapi,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,35.1375,-118.441667,
TSQ,8805,,,Torres Airport,TSQ,Torres,BR,BR_RS,Brazil,BRA,SAME,Rio Grande do Sul,South America,AM,America,1,-29.3325,-49.746111,
TSR,8806,LRTR,,Timisoara Traian Vuia International Airport,TSR,Timisoara,RO,,Romania,ROU,EEUR,,Central/Eastern Europe,EU,Europe,1,45.809924,21.32012,
TSS,8807,,,East 34th Street Heliport,NYC,New York,US,US_NY,U.S.A.,USA,NAME,New York,North America,AM,America,1,40.7425,-73.971944,
TST,8808,VTST,,Trang Airport,TST,Trang,TH,,Thailand,THA,SEAS,,South East Asia,AS,Asia,1,7.5,99.616667,
TSU,8809,,,Tabiteuea South Airport,TSU,Tabiteuea South,KI,,Kiribati,KIR,OCEA,,Oceania,OC,Oceania,1,-1.416667,174.833333,
TSV,8810,YBTL,,Townsville Airport,TSV,Townsville,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-19.256506,146.770793,
TSW,8811,,,Tsewi Airport,TSW,Tsewi,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.966667,146.033333,
TSX,8812,,,Tanjung Santan Airport,TSX,Tanjung Santan,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-0.083333,117.433333,
TSY,8813,WICM,,Tasikmalaya Airport,TSY,Tasikmalaya,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-7.3466,108.246002,
TSZ,8814,,,Tsetserleg Airport,TSZ,Tsetserleg,MN,,Mongolia,MNG,NEAS,,North East Asia,AS,Asia,1,47.733333,101.766667,
TTA,8815,GMAT,,Tan Tan Airport,TTA,Tan Tan,MA,,Morocco,MAR,NAFR,,North Africa,AF,Africa,1,28.45,-11.083333,
TTB,8816,LIET,,Arbatax Airport,TTB,Tortoli,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,39.916667,9.683333,
TTC,8817,SCTT,,Taltal Airport,TTC,Taltal,CL,,Chile,CHL,SAME,,South America,AM,America,1,-25.517778,-70.422222,
TTD,8818,KTTD,,Troutdale Airport,TTD,Troutdale,US,US_OR,U.S.A.,USA,NAME,Oregon,North America,AM,America,1,45.5494,-122.401001,
TTE,8819,WAMT,,Babullah Airport,TTE,Ternate,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,0.832233,127.379132,
TTG,8820,SAST,,Tartagal Airport,TTG,Tartagal,AR,AR_SA,Argentina,ARG,SAME,Salta,South America,AM,America,1,-22.533333,-63.833333,
TTH,8821,OOTH,,Thumrait Air Base,TTH,Thumrait,OM,,Oman,OMN,MIDE,,Middle East,AS,Asia,1,17.665789,54.024752,
TTI,8822,,,Tetiaroa Island Airport,TTI,Tetiaroa Island,PF,,French Polynesia,PYF,OCEA,,Oceania,OC,Oceania,1,-17.0133,-149.587006,
TTJ,8823,RJOR,,Tottori Airport,TTJ,Tottori,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,35.525915,134.167562,
TTK,8824,,,Tottenham Hale Station,TTK,Tottenham Hale Station,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,51.583333,-0.083333,
TTL,8825,,,Turtle Island Airport,TTL,Turtle Island,FJ,,Fiji,FJI,OCEA,,Oceania,OC,Oceania,1,-16.833333,179,
TUW,8859,,,Tubala Airport,TUW,Tubala,PA,,Panama,PAN,CAME,,Central America,AM,America,1,8.833333,-77.666667,
TTN,8827,KTTN,,Trenton-Mercer Airport,PHL,Philadelphia,US,US_PA,U.S.A.,USA,NAME,Pennsylvania,North America,AM,America,1,40.278056,-74.8125,
TTO,8828,KBTN,,Britton Municipal Airport,TTO,Britton,US,US_SD,U.S.A.,USA,NAME,South Dakota,North America,AM,America,1,45.8,-97.75,
TTQ,8829,,,Tortuquero Airport,TTQ,Tortuquero,CR,,Costa Rica,CRI,CAME,,Central America,AM,America,1,10.568984,-83.514975,
TTR,8830,WAFT,,Pongtiku Airport,TTR,Tana Toraja,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-3.043588,119.821247,
TTS,8831,FMNT,,Tsaratanana Airport,TTS,Tsaratanana,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-16.733333,47.6,
TTT,8832,RCFN,,Taitung Airport,TTT,Taitung City,TW,,Taiwan,TWN,NEAS,,North East Asia,AS,Asia,1,22.75683,121.106027,
TTU,8833,GMTN,,Sania Ramel Airport,TTU,Tetouan,MA,,Morocco,MAR,NAFR,,North Africa,AF,Africa,1,35.591244,-5.330265,
TTV,8834,,,Tieling - Railway Station,TTV,Tieling,CN,CNLIA,China,CHN,NEAS,Liaoning,North East Asia,AS,Asia,1,42.23055556,123.6658333,
TTW,8835,,,Tissa Tank,TTW,Tissa Tank,LK,,Sri Lanka,LKA,SASI,,South Asia,AS,Asia,1,6.285,81.28333333,
TTX,8836,,,Truscott - Truscott-Mungalalu Airport,TTX,Truscott-Mungalalu,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-14.08888889,126.3816667,
TTY,8837,,,Taunton - Bus Station,BRF,Bradford,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,51.01527778,-3.105833333,
TTZ,8838,,,Zhengzhou - Railway Station,CGO,Zhengzhou,CN,CNNAN,China,CHN,NEAS,Henan,North East Asia,AS,Asia,1,34.74722222,113.66,
TUA,8839,SETU,,Tulcan Airport,TUA,Tulcan,EC,,Ecuador,ECU,SAME,,South America,AM,America,1,0.809444444,-77.70805556,
TUB,8840,NTAT,,Tubuai Island Airport,TUB,Tubuai Island,PF,,French Polynesia,PYF,OCEA,,Oceania,OC,Oceania,1,-23.35,-149.466667,
TUC,8841,SANT,,Teniente Benjamin Matienzo Airport,TUC,Tucuman,AR,AR_TU,Argentina,ARG,SAME,Tucuman,South America,AM,America,1,-26.836106,-65.10754,
TUD,8842,GOTT,,Tambacounda Airport,TUD,Tambacounda,SN,,Senegal,SEN,SAFR,,Subsaharan Africa,AF,Africa,1,13.736111,-13.658333,
TUF,8843,LFOT,,Val de Loire Airport,TUF,Tours,FR,FRCEN,France,FRA,WEUR,Centre,Western Europe,EU,Europe,1,47.432237,0.726584,
TUG,8844,RPUT,,Tuguegarao Airport,TUG,Tuguegarao,PH,,Philippines,PHL,SEAS,,South East Asia,AS,Asia,1,17.641111,121.731667,
TUI,8845,OETR,,Turaif Airport,TUI,Turaif,SA,,Saudi Arabia,SAU,MIDE,,Middle East,AS,Asia,1,31.68873,38.733831,
TUJ,8846,,,Tum Airport,TUJ,Tum,ET,,Ethiopia,ETH,SAFR,,Subsaharan Africa,AF,Africa,1,6.25,35.46666667,
TUK,8847,OPTU,,Turbat Airport,TUK,Turbat,PK,,Pakistan,PAK,SASI,,South Asia,AS,Asia,1,25.983333,63.066667,
TUL,8848,KTUL,,Tulsa International Airport,TUL,Tulsa,US,US_OK,U.S.A.,USA,NAME,Oklahoma,North America,AM,America,1,36.189809,-95.890102,
TUM,8849,YTMU,,Tumut Airport,TUM,Tumut,AU,AUNSW,Australia,AUS,OCEA,New South Wales,Oceania,OC,Oceania,1,-35.3,148.216667,
TUN,8850,DTTA,,Tunis-Carthage International Airport,TUN,Tunis,TN,,Tunisia,TUN,NAFR,,North Africa,AF,Africa,1,36.847621,10.21709,
TUO,8851,NZAP,,Taupo Airport,TUO,Taupo,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-38.741433,176.082347,
TUP,8852,KTUP,,Tupelo Regional Airport,TUP,Tupelo,US,US_MS,U.S.A.,USA,NAME,Mississippi,North America,AM,America,1,34.258889,-88.767222,
TUQ,8853,DFOT,,Tougan Airport,TUQ,Tougan,BF,,Burkina Faso,BFA,SAFR,,Subsaharan Africa,AF,Africa,1,13.059053,-3.076275,
TUR,8854,SBTU,,Tucurui Airport,TUR,Tucurui,BR,BR_PA,Brazil,BRA,SAME,Para,South America,AM,America,1,-3.7,-49.733333,
TUS,8855,KTUS,,Tucson International Airport,TUS,Tucson,US,US_AZ,U.S.A.,USA,NAME,Arizona,North America,AM,America,1,32.120688,-110.937369,
TUT,8856,,,Tauta Airport,TUT,Tauta,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.5,145.566667,
TUU,8857,OETB,,Tabuk Regional Airport,TUU,Tabuk,SA,,Saudi Arabia,SAU,MIDE,,Middle East,AS,Asia,1,28.373017,36.598686,
TUV,8858,SVTC,,San Rafael Airport,TUV,Tucupita,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,9.089247,-62.094541,
TWZ,8883,,,Twizel Airport,MON,Mount Cook,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-44.234167,170.117222,
TUX,8860,,,Tumbler Ridge Airport,TUX,Tumbler Ridge,CA,CA_BC,Canada,CAN,NAME,British Columbia,North America,AM,America,1,55.1,-121.083333,
TUY,8861,,,Tulum Airport,TUY,Tulum,MX,,Mexico,MEX,NAME,,North America,AM,America,1,20.222672,-87.431669,
